cost,costval,quality,incomeval,income,insured,adjudicated_location_id,description,procedure_code,no_procedures
0.8894,59.2,0.45,47962,52.2,0.6582,856,Chest x-ray 2vw frontal&latl,71020,204759
0.8894,59.2,0.45,47962,52.2,0.6582,856,Chest x-ray 2vw frontal&latl,71020,204759
0.8894,59.2,0.45,47962,52.2,0.6582,856,Chest x-ray 2vw frontal&latl,71020,204759
0.8894,59.2,0.45,47962,52.2,0.6582,856,Chest x-ray 2vw frontal&latl,71020,204759
0.8894,59.2,0.45,47962,52.2,0.6582,856,Chest x-ray 2vw frontal&latl,71020,204759
0.8894,59.2,0.45,47962,52.2,0.6582,856,Chest x-ray 2vw frontal&latl,71020,204759
0.8894,59.2,0.45,47962,52.2,0.6582,856,Chest x-ray 2vw frontal&latl,71020,204759
0.8894,59.2,0.45,47962,52.2,0.6582,856,Chest x-ray 2vw frontal&latl,71020,204759
0.8894,59.2,0.45,47962,52.2,0.6582,856,Chest x-ray 2vw frontal&latl,71020,204759
0.8894,59.1825,0.33,34432,41.5556,0.6583,8,Chest x-ray 2vw frontal&latl,71020,204759
0.888,58.46,0.47,49521,31.9909,0.786,84,Chest x-ray 2vw frontal&latl,71020,204759
0.888,58.46,0.47,49521,31.9909,0.786,84,Chest x-ray 2vw frontal&latl,71020,204759
0.888,58.46,0.47,49521,31.9909,0.786,84,Chest x-ray 2vw frontal&latl,71020,204759
0.888,58.46,0.47,49521,31.9909,0.786,84,Chest x-ray 2vw frontal&latl,71020,204759
0.8836,58.02,0.47,49521,31.9909,0.786,84,Chest x-ray 2vw frontal&latl,71020,204759
0.8836,58.02,0.47,49521,31.9909,0.786,84,Chest x-ray 2vw frontal&latl,71020,204759
0.8836,58.02,0.47,49521,31.9909,0.786,84,Chest x-ray 2vw frontal&latl,71020,204759
0.8836,58.02,0.47,49521,31.9909,0.786,84,Chest x-ray 2vw frontal&latl,71020,204759
0.8836,58.02,0.47,49521,31.9909,0.786,84,Chest x-ray 2vw frontal&latl,71020,204759
0.8836,58.02,0.47,49521,31.9909,0.786,84,Chest x-ray 2vw frontal&latl,71020,204759
0.8836,58.02,0.47,49521,31.9909,0.786,84,Chest x-ray 2vw frontal&latl,71020,204759
0.8836,58.02,0.47,49521,31.9909,0.786,84,Chest x-ray 2vw frontal&latl,71020,204759
0.8836,58.02,0.47,49521,31.9909,0.786,84,Chest x-ray 2vw frontal&latl,71020,204759
0.8836,58.02,0.47,49521,31.9909,0.786,84,Chest x-ray 2vw frontal&latl,71020,204759
0.8836,58.02,0.47,49521,31.9909,0.786,84,Chest x-ray 2vw frontal&latl,71020,204759
0.8836,58.02,0.47,49521,31.9909,0.786,84,Chest x-ray 2vw frontal&latl,71020,204759
0.8836,58.02,0.47,49521,31.9909,0.786,84,Chest x-ray 2vw frontal&latl,71020,204759
0.8836,58.02,0.47,49521,31.9909,0.786,84,Chest x-ray 2vw frontal&latl,71020,204759
0.8836,58.02,0.47,49521,31.9909,0.786,84,Chest x-ray 2vw frontal&latl,71020,204759
0.8836,58.02,0.47,49521,31.9909,0.786,84,Chest x-ray 2vw frontal&latl,71020,204759
0.8836,58.02,0.47,49521,31.9909,0.786,84,Chest x-ray 2vw frontal&latl,71020,204759
0.8836,58.02,0.47,49521,31.9909,0.786,84,Chest x-ray 2vw frontal&latl,71020,204759
0.8836,58.02,0.47,49521,31.9909,0.786,84,Chest x-ray 2vw frontal&latl,71020,204759
0.8836,58.02,0.47,49521,31.9909,0.786,84,Chest x-ray 2vw frontal&latl,71020,204759
0.8836,58.02,0.47,49521,31.9909,0.786,84,Chest x-ray 2vw frontal&latl,71020,204759
0.8836,58.02,0.47,49521,31.9909,0.786,84,Chest x-ray 2vw frontal&latl,71020,204759
0.8836,58.02,0.47,49521,31.9909,0.786,84,Chest x-ray 2vw frontal&latl,71020,204759
0.8836,58.02,0.47,49521,31.9909,0.786,84,Chest x-ray 2vw frontal&latl,71020,204759
0.8836,58.02,0.47,49521,31.9909,0.786,84,Chest x-ray 2vw frontal&latl,71020,204759
0.8836,58.02,0.47,49521,31.9909,0.786,84,Chest x-ray 2vw frontal&latl,71020,204759
0.8836,58.02,0.47,49521,31.9909,0.786,84,Chest x-ray 2vw frontal&latl,71020,204759
0.8836,58.02,0.47,49521,31.9909,0.786,84,Chest x-ray 2vw frontal&latl,71020,204759
0.8836,58.02,0.47,49521,31.9909,0.786,84,Chest x-ray 2vw frontal&latl,71020,204759
0.8836,58.02,0.47,49521,31.9909,0.786,84,Chest x-ray 2vw frontal&latl,71020,204759
0.8836,58.02,0.45,47962,52.2,0.6582,856,Chest x-ray 2vw frontal&latl,71020,204759
0.8836,58.02,0.45,47962,52.2,0.6582,856,Chest x-ray 2vw frontal&latl,71020,204759
0.8836,58.02,0.45,47962,52.2,0.6582,856,Chest x-ray 2vw frontal&latl,71020,204759
0.8836,58.02,0.45,47962,52.2,0.6582,856,Chest x-ray 2vw frontal&latl,71020,204759
0.8836,58.02,0.45,47962,52.2,0.6582,856,Chest x-ray 2vw frontal&latl,71020,204759
0.8836,58.02,0.45,47962,52.2,0.6582,856,Chest x-ray 2vw frontal&latl,71020,204759
0.8836,58.02,0.45,47962,52.2,0.6582,856,Chest x-ray 2vw frontal&latl,71020,204759
0.8836,58.02,0.45,47962,52.2,0.6582,856,Chest x-ray 2vw frontal&latl,71020,204759
0.8836,58.02,0.45,47962,52.2,0.6582,856,Chest x-ray 2vw frontal&latl,71020,204759
0.8836,58.02,0.45,47962,52.2,0.6582,856,Chest x-ray 2vw frontal&latl,71020,204759
0.8836,58.02,0.45,47962,52.2,0.6582,856,Chest x-ray 2vw frontal&latl,71020,204759
0.8836,58.02,0.45,47962,52.2,0.6582,856,Chest x-ray 2vw frontal&latl,71020,204759
0.8836,58.02,0.45,47962,52.2,0.6582,856,Chest x-ray 2vw frontal&latl,71020,204759
0.8836,58.02,0.45,47962,52.2,0.6582,856,Chest x-ray 2vw frontal&latl,71020,204759
0.8836,58.02,0.45,47962,52.2,0.6582,856,Chest x-ray 2vw frontal&latl,71020,204759
0.8836,58.02,0.45,47962,52.2,0.6582,856,Chest x-ray 2vw frontal&latl,71020,204759
0.8836,58.02,0.45,47962,52.2,0.6582,856,Chest x-ray 2vw frontal&latl,71020,204759
0.8836,58.02,0.45,47962,52.2,0.6582,856,Chest x-ray 2vw frontal&latl,71020,204759
0.8836,58.02,0.45,47962,52.2,0.6582,856,Chest x-ray 2vw frontal&latl,71020,204759
0.8836,58.02,0.45,47962,52.2,0.6582,856,Chest x-ray 2vw frontal&latl,71020,204759
0.8836,58.02,0.45,47962,52.2,0.6582,856,Chest x-ray 2vw frontal&latl,71020,204759
0.8836,58.02,0.45,47962,52.2,0.6582,856,Chest x-ray 2vw frontal&latl,71020,204759
0.8836,58.02,0.45,47962,52.2,0.6582,856,Chest x-ray 2vw frontal&latl,71020,204759
0.8836,58.02,0.45,47962,52.2,0.6582,856,Chest x-ray 2vw frontal&latl,71020,204759
0.8836,58.02,0.45,47962,52.2,0.6582,856,Chest x-ray 2vw frontal&latl,71020,204759
0.8836,58.02,0.45,47962,52.2,0.6582,856,Chest x-ray 2vw frontal&latl,71020,204759
0.8836,58.02,0.45,47962,52.2,0.6582,856,Chest x-ray 2vw frontal&latl,71020,204759
0.8836,58.02,0.45,47962,52.2,0.6582,856,Chest x-ray 2vw frontal&latl,71020,204759
0.8836,58.02,0.45,47962,52.2,0.6582,856,Chest x-ray 2vw frontal&latl,71020,204759
0.8836,58.02,0.45,47962,52.2,0.6582,856,Chest x-ray 2vw frontal&latl,71020,204759
0.8836,58.02,0.45,47962,52.2,0.6582,856,Chest x-ray 2vw frontal&latl,71020,204759
0.8836,58.02,0.45,47962,52.2,0.6582,856,Chest x-ray 2vw frontal&latl,71020,204759
0.8836,58.02,0.45,47962,52.2,0.6582,856,Chest x-ray 2vw frontal&latl,71020,204759
0.8836,58.02,0.45,47962,52.2,0.6582,856,Chest x-ray 2vw frontal&latl,71020,204759
0.8836,58.02,0.45,47962,52.2,0.6582,856,Chest x-ray 2vw frontal&latl,71020,204759
0.8836,58.02,0.45,47962,52.2,0.6582,856,Chest x-ray 2vw frontal&latl,71020,204759
0.8836,58.02,0.45,47962,52.2,0.6582,856,Chest x-ray 2vw frontal&latl,71020,204759
0.8836,58.02,0.45,47962,52.2,0.6582,856,Chest x-ray 2vw frontal&latl,71020,204759
0.8836,58.02,0.45,47962,52.2,0.6582,856,Chest x-ray 2vw frontal&latl,71020,204759
0.8836,58.02,0.45,47962,52.2,0.6582,856,Chest x-ray 2vw frontal&latl,71020,204759
0.8818,57.491666,0.33,34432,41.5556,0.6583,8,Chest x-ray 2vw frontal&latl,71020,204759
0.8805,56.92,0.47,49521,31.9909,0.786,84,Chest x-ray 2vw frontal&latl,71020,204759
0.8805,56.92,0.47,49521,31.9909,0.786,84,Chest x-ray 2vw frontal&latl,71020,204759
0.8804,56.87,0.47,49521,31.9909,0.786,84,Chest x-ray 2vw frontal&latl,71020,204759
0.8768,56.72,0.58,66092,52.7111,0.6952,78,Chest x-ray 2vw frontal&latl,71020,204759
0.8768,56.72,0.39,40921,52.7111,0.6952,78,Chest x-ray 2vw frontal&latl,71020,204759
0.8768,56.72,0.58,66092,52.7111,0.6952,78,Chest x-ray 2vw frontal&latl,71020,204759
0.8754,56.295,0.47,49521,31.9909,0.786,84,Chest x-ray 2vw frontal&latl,71020,204759
0.8737,55.865,0.47,49521,31.9909,0.786,84,Chest x-ray 2vw frontal&latl,71020,204759
0.8737,55.865,0.47,49521,31.9909,0.786,84,Chest x-ray 2vw frontal&latl,71020,204759
0.8737,55.865,0.47,49521,31.9909,0.786,84,Chest x-ray 2vw frontal&latl,71020,204759
0.8731,55.5725,0.33,34432,41.5556,0.6583,8,Chest x-ray 2vw frontal&latl,71020,204759
0.8715,55.1,0.33,34432,41.5556,0.6583,8,Chest x-ray 2vw frontal&latl,71020,204759
0.8709,54.955,0.39,40921,52.7111,0.6952,78,Chest x-ray 2vw frontal&latl,71020,204759
0.8709,54.955,0.58,66092,52.7111,0.6952,78,Chest x-ray 2vw frontal&latl,71020,204759
0.8709,54.955,0.58,66092,52.7111,0.6952,78,Chest x-ray 2vw frontal&latl,71020,204759
0.8701,54.686,0.47,49521,31.9909,0.786,84,Chest x-ray 2vw frontal&latl,71020,204759
0.8652,54.066666,0.47,49521,31.9909,0.786,84,Chest x-ray 2vw frontal&latl,71020,204759
0.865,54.038666,0.33,34432,41.5556,0.6583,8,Chest x-ray 2vw frontal&latl,71020,204759
0.8646,53.84,0.47,49521,31.9909,0.786,84,Chest x-ray 2vw frontal&latl,71020,204759
0.8644,53.818,0.47,49521,31.9909,0.786,84,Chest x-ray 2vw frontal&latl,71020,204759
0.8588,53.295714,0.47,49521,31.9909,0.786,84,Chest x-ray 2vw frontal&latl,71020,204759
0.8587,53.29,0.47,49521,31.9909,0.786,84,Chest x-ray 2vw frontal&latl,71020,204759
0.8502,52.155,0.47,49521,31.9909,0.786,84,Chest x-ray 2vw frontal&latl,71020,204759
0.8487,51.99,0.33,34432,41.5556,0.6583,8,Chest x-ray 2vw frontal&latl,71020,204759
0.8487,51.99,0.33,34432,41.5556,0.6583,8,Chest x-ray 2vw frontal&latl,71020,204759
0.8487,51.99,0.33,34432,41.5556,0.6583,8,Chest x-ray 2vw frontal&latl,71020,204759
0.8482,51.865,0.47,49521,31.9909,0.786,84,Chest x-ray 2vw frontal&latl,71020,204759
0.8475,51.755,0.47,49521,31.9909,0.786,84,Chest x-ray 2vw frontal&latl,71020,204759
0.8475,51.755,0.47,49521,31.9909,0.786,84,Chest x-ray 2vw frontal&latl,71020,204759
0.8475,51.755,0.47,49521,31.9909,0.786,84,Chest x-ray 2vw frontal&latl,71020,204759
0.8475,51.755,0.47,49521,31.9909,0.786,84,Chest x-ray 2vw frontal&latl,71020,204759
0.8475,51.755,0.47,49521,31.9909,0.786,84,Chest x-ray 2vw frontal&latl,71020,204759
0.8475,51.755,0.47,49521,31.9909,0.786,84,Chest x-ray 2vw frontal&latl,71020,204759
0.8412,51.05,0.47,49521,31.9909,0.786,84,Chest x-ray 2vw frontal&latl,71020,204759
0.8404,50.94,0.47,49521,31.9909,0.786,84,Chest x-ray 2vw frontal&latl,71020,204759
0.8357,50.32,0.47,49521,31.9909,0.786,84,Chest x-ray 2vw frontal&latl,71020,204759
0.8352,50.065,0.47,49521,31.9909,0.786,84,Chest x-ray 2vw frontal&latl,71020,204759
0.834,49.778461,0.47,49521,31.9909,0.786,84,Chest x-ray 2vw frontal&latl,71020,204759
0.8338,49.756666,0.33,34432,41.5556,0.6583,8,Chest x-ray 2vw frontal&latl,71020,204759
0.8332,49.73,0.47,49521,31.9909,0.786,84,Chest x-ray 2vw frontal&latl,71020,204759
0.8332,49.73,0.47,49521,31.9909,0.786,84,Chest x-ray 2vw frontal&latl,71020,204759
0.8332,49.73,0.47,49521,31.9909,0.786,84,Chest x-ray 2vw frontal&latl,71020,204759
0.8332,49.73,0.47,49521,31.9909,0.786,84,Chest x-ray 2vw frontal&latl,71020,204759
0.8332,49.73,0.47,49521,31.9909,0.786,84,Chest x-ray 2vw frontal&latl,71020,204759
0.8332,49.73,0.47,49521,31.9909,0.786,84,Chest x-ray 2vw frontal&latl,71020,204759
0.8313,49.66,0.47,49521,31.9909,0.786,84,Chest x-ray 2vw frontal&latl,71020,204759
0.8313,49.66,0.47,49521,31.9909,0.786,84,Chest x-ray 2vw frontal&latl,71020,204759
0.8313,49.66,0.47,49521,31.9909,0.786,84,Chest x-ray 2vw frontal&latl,71020,204759
0.8313,49.66,0.47,49521,31.9909,0.786,84,Chest x-ray 2vw frontal&latl,71020,204759
0.8313,49.66,0.47,49521,31.9909,0.786,84,Chest x-ray 2vw frontal&latl,71020,204759
0.8313,49.66,0.47,49521,31.9909,0.786,84,Chest x-ray 2vw frontal&latl,71020,204759
0.8313,49.66,0.47,49521,31.9909,0.786,84,Chest x-ray 2vw frontal&latl,71020,204759
0.8313,49.66,0.47,49521,31.9909,0.786,84,Chest x-ray 2vw frontal&latl,71020,204759
0.8313,49.66,0.47,49521,31.9909,0.786,84,Chest x-ray 2vw frontal&latl,71020,204759
0.8313,49.66,0.47,49521,31.9909,0.786,84,Chest x-ray 2vw frontal&latl,71020,204759
0.8313,49.66,0.47,49521,31.9909,0.786,84,Chest x-ray 2vw frontal&latl,71020,204759
0.8313,49.66,0.47,49521,31.9909,0.786,84,Chest x-ray 2vw frontal&latl,71020,204759
0.8312,49.658,0.47,49521,31.9909,0.786,84,Chest x-ray 2vw frontal&latl,71020,204759
0.8298,49.262,0.33,34432,41.5556,0.6583,8,Chest x-ray 2vw frontal&latl,71020,204759
0.8286,49.24,0.47,49521,31.9909,0.786,84,Chest x-ray 2vw frontal&latl,71020,204759
0.8283,49.09,0.47,49521,31.9909,0.786,84,Chest x-ray 2vw frontal&latl,71020,204759
0.8272,48.882,0.47,49521,31.9909,0.786,84,Chest x-ray 2vw frontal&latl,71020,204759
0.8272,48.882,0.47,49521,31.9909,0.786,84,Chest x-ray 2vw frontal&latl,71020,204759
0.8272,48.846,0.47,49521,31.9909,0.786,84,Chest x-ray 2vw frontal&latl,71020,204759
0.8271,48.81,0.45,47962,52.2,0.6582,856,Chest x-ray 2vw frontal&latl,71020,204759
0.8271,48.81,0.45,47962,52.2,0.6582,856,Chest x-ray 2vw frontal&latl,71020,204759
0.8271,48.81,0.45,47962,52.2,0.6582,856,Chest x-ray 2vw frontal&latl,71020,204759
0.8271,48.81,0.45,47962,52.2,0.6582,856,Chest x-ray 2vw frontal&latl,71020,204759
0.8241,48.68,0.39,40583,21.6444,0.6656,65,Chest x-ray 2vw frontal&latl,71020,204759
0.8241,48.68,0.39,40583,21.6444,0.6656,65,Chest x-ray 2vw frontal&latl,71020,204759
0.8241,48.68,0.39,40583,21.6444,0.6656,65,Chest x-ray 2vw frontal&latl,71020,204759
0.8241,48.68,0.39,40583,21.6444,0.6656,65,Chest x-ray 2vw frontal&latl,71020,204759
0.8241,48.68,0.39,40583,21.6444,0.6656,65,Chest x-ray 2vw frontal&latl,71020,204759
0.8241,48.68,0.39,40583,21.6444,0.6656,65,Chest x-ray 2vw frontal&latl,71020,204759
0.8142,48.32,0.33,34432,41.5556,0.6583,8,Chest x-ray 2vw frontal&latl,71020,204759
0.7945,47.515,0.47,49521,31.9909,0.786,84,Chest x-ray 2vw frontal&latl,71020,204759
0.7945,47.515,0.47,49521,31.9909,0.786,84,Chest x-ray 2vw frontal&latl,71020,204759
0.7942,47.436666,0.58,66092,52.7111,0.6952,78,Chest x-ray 2vw frontal&latl,71020,204759
0.7935,47.334285,0.47,49521,31.9909,0.786,84,Chest x-ray 2vw frontal&latl,71020,204759
0.7932,47.25,0.47,49521,31.9909,0.786,84,Chest x-ray 2vw frontal&latl,71020,204759
0.7916,46.847857,0.47,49521,31.9909,0.786,84,Chest x-ray 2vw frontal&latl,71020,204759
0.7894,46.81,0.47,49521,31.9909,0.786,84,Chest x-ray 2vw frontal&latl,71020,204759
0.7894,46.81,0.47,49521,31.9909,0.786,84,Chest x-ray 2vw frontal&latl,71020,204759
0.7864,46.5975,0.47,49521,31.9909,0.786,84,Chest x-ray 2vw frontal&latl,71020,204759
0.784,46.41,0.39,40921,52.7111,0.6952,78,Chest x-ray 2vw frontal&latl,71020,204759
0.784,46.41,0.39,40921,52.7111,0.6952,78,Chest x-ray 2vw frontal&latl,71020,204759
0.784,46.41,0.47,49521,31.9909,0.786,84,Chest x-ray 2vw frontal&latl,71020,204759
0.7823,46.155,0.47,49521,31.9909,0.786,84,Chest x-ray 2vw frontal&latl,71020,204759
0.775,45.668,0.33,34432,41.5556,0.6583,8,Chest x-ray 2vw frontal&latl,71020,204759
0.7744,45.566,0.47,49521,31.9909,0.786,84,Chest x-ray 2vw frontal&latl,71020,204759
0.7743,45.55,0.47,49521,31.9909,0.786,84,Chest x-ray 2vw frontal&latl,71020,204759
0.7741,45.49,0.47,49521,31.9909,0.786,84,Chest x-ray 2vw frontal&latl,71020,204759
0.7729,45.33,0.33,34432,41.5556,0.6583,8,Chest x-ray 2vw frontal&latl,71020,204759
0.7729,45.33,0.33,34432,41.5556,0.6583,8,Chest x-ray 2vw frontal&latl,71020,204759
0.7729,45.33,0.33,34432,41.5556,0.6583,8,Chest x-ray 2vw frontal&latl,71020,204759
0.7729,45.33,0.33,34432,41.5556,0.6583,8,Chest x-ray 2vw frontal&latl,71020,204759
0.7685,45.307142,0.47,49521,31.9909,0.786,84,Chest x-ray 2vw frontal&latl,71020,204759
0.7634,45.29,0.58,66092,52.7111,0.6952,78,Chest x-ray 2vw frontal&latl,71020,204759
0.7634,45.29,0.58,66092,52.7111,0.6952,78,Chest x-ray 2vw frontal&latl,71020,204759
0.7634,45.29,0.58,66092,52.7111,0.6952,78,Chest x-ray 2vw frontal&latl,71020,204759
0.7634,45.29,0.58,66092,52.7111,0.6952,78,Chest x-ray 2vw frontal&latl,71020,204759
0.7634,45.29,0.33,34432,41.5556,0.6583,8,Chest x-ray 2vw frontal&latl,71020,204759
0.7634,45.29,0.33,34432,41.5556,0.6583,8,Chest x-ray 2vw frontal&latl,71020,204759
0.7634,45.29,0.33,34432,41.5556,0.6583,8,Chest x-ray 2vw frontal&latl,71020,204759
0.7634,45.29,0.33,34432,41.5556,0.6583,8,Chest x-ray 2vw frontal&latl,71020,204759
0.7634,45.29,0.33,34432,41.5556,0.6583,8,Chest x-ray 2vw frontal&latl,71020,204759
0.7634,45.27375,0.47,49521,31.9909,0.786,84,Chest x-ray 2vw frontal&latl,71020,204759
0.7628,45.185454,0.47,49521,31.9909,0.786,84,Chest x-ray 2vw frontal&latl,71020,204759
0.7618,45.0975,0.45,47962,52.2,0.6582,856,Chest x-ray 2vw frontal&latl,71020,204759
0.7618,45.0975,0.45,47962,52.2,0.6582,856,Chest x-ray 2vw frontal&latl,71020,204759
0.7618,45.0975,0.45,47962,52.2,0.6582,856,Chest x-ray 2vw frontal&latl,71020,204759
0.7618,45.0975,0.45,47962,52.2,0.6582,856,Chest x-ray 2vw frontal&latl,71020,204759
0.7594,45,0.45,47962,52.2,0.6582,856,Chest x-ray 2vw frontal&latl,71020,204759
0.7594,45,0.45,47962,52.2,0.6582,856,Chest x-ray 2vw frontal&latl,71020,204759
0.7594,45,0.45,47962,52.2,0.6582,856,Chest x-ray 2vw frontal&latl,71020,204759
0.7594,45,0.45,47962,52.2,0.6582,856,Chest x-ray 2vw frontal&latl,71020,204759
0.7594,45,0.45,47962,52.2,0.6582,856,Chest x-ray 2vw frontal&latl,71020,204759
0.7594,45,0.45,47962,52.2,0.6582,856,Chest x-ray 2vw frontal&latl,71020,204759
0.7594,45,0.45,47962,52.2,0.6582,856,Chest x-ray 2vw frontal&latl,71020,204759
0.7594,45,0.45,47962,52.2,0.6582,856,Chest x-ray 2vw frontal&latl,71020,204759
0.7594,45,0.45,47962,52.2,0.6582,856,Chest x-ray 2vw frontal&latl,71020,204759
0.7594,45,0.45,47962,52.2,0.6582,856,Chest x-ray 2vw frontal&latl,71020,204759
0.7594,45,0.45,47962,52.2,0.6582,856,Chest x-ray 2vw frontal&latl,71020,204759
0.7594,45,0.45,47962,52.2,0.6582,856,Chest x-ray 2vw frontal&latl,71020,204759
0.7594,45,0.45,47962,52.2,0.6582,856,Chest x-ray 2vw frontal&latl,71020,204759
0.7594,45,0.45,47962,52.2,0.6582,856,Chest x-ray 2vw frontal&latl,71020,204759
0.7594,45,0.45,47962,52.2,0.6582,856,Chest x-ray 2vw frontal&latl,71020,204759
0.7594,45,0.45,47962,52.2,0.6582,856,Chest x-ray 2vw frontal&latl,71020,204759
0.7594,45,0.45,47962,52.2,0.6582,856,Chest x-ray 2vw frontal&latl,71020,204759
0.7594,45,0.45,47962,52.2,0.6582,856,Chest x-ray 2vw frontal&latl,71020,204759
0.7594,45,0.45,47962,52.2,0.6582,856,Chest x-ray 2vw frontal&latl,71020,204759
0.7594,45,0.45,47962,52.2,0.6582,856,Chest x-ray 2vw frontal&latl,71020,204759
0.7594,45,0.45,47962,52.2,0.6582,856,Chest x-ray 2vw frontal&latl,71020,204759
0.7594,45,0.45,47962,52.2,0.6582,856,Chest x-ray 2vw frontal&latl,71020,204759
0.7594,45,0.45,47962,52.2,0.6582,856,Chest x-ray 2vw frontal&latl,71020,204759
0.7594,45,0.45,47962,52.2,0.6582,856,Chest x-ray 2vw frontal&latl,71020,204759
0.7594,45,0.45,47962,52.2,0.6582,856,Chest x-ray 2vw frontal&latl,71020,204759
0.7594,45,0.45,47962,52.2,0.6582,856,Chest x-ray 2vw frontal&latl,71020,204759
0.7594,45,0.45,47962,52.2,0.6582,856,Chest x-ray 2vw frontal&latl,71020,204759
0.7594,45,0.45,47962,52.2,0.6582,856,Chest x-ray 2vw frontal&latl,71020,204759
0.7594,45,0.45,47962,52.2,0.6582,856,Chest x-ray 2vw frontal&latl,71020,204759
0.7594,45,0.45,47962,52.2,0.6582,856,Chest x-ray 2vw frontal&latl,71020,204759
0.7594,45,0.45,47962,52.2,0.6582,856,Chest x-ray 2vw frontal&latl,71020,204759
0.7594,45,0.45,47962,52.2,0.6582,856,Chest x-ray 2vw frontal&latl,71020,204759
0.7594,45,0.45,47962,52.2,0.6582,856,Chest x-ray 2vw frontal&latl,71020,204759
0.7594,45,0.45,47962,52.2,0.6582,856,Chest x-ray 2vw frontal&latl,71020,204759
0.7594,45,0.45,47962,52.2,0.6582,856,Chest x-ray 2vw frontal&latl,71020,204759
0.7594,45,0.45,47962,52.2,0.6582,856,Chest x-ray 2vw frontal&latl,71020,204759
0.7594,45,0.45,47962,52.2,0.6582,856,Chest x-ray 2vw frontal&latl,71020,204759
0.7594,45,0.45,47962,52.2,0.6582,856,Chest x-ray 2vw frontal&latl,71020,204759
0.7594,45,0.45,47962,52.2,0.6582,856,Chest x-ray 2vw frontal&latl,71020,204759
0.7594,45,0.45,47962,52.2,0.6582,856,Chest x-ray 2vw frontal&latl,71020,204759
0.7594,45,0.45,47962,52.2,0.6582,856,Chest x-ray 2vw frontal&latl,71020,204759
0.7594,45,0.45,47962,52.2,0.6582,856,Chest x-ray 2vw frontal&latl,71020,204759
0.7594,45,0.45,47962,52.2,0.6582,856,Chest x-ray 2vw frontal&latl,71020,204759
0.7594,45,0.45,47962,52.2,0.6582,856,Chest x-ray 2vw frontal&latl,71020,204759
0.7594,45,0.45,47962,52.2,0.6582,856,Chest x-ray 2vw frontal&latl,71020,204759
0.7594,45,0.45,47962,52.2,0.6582,856,Chest x-ray 2vw frontal&latl,71020,204759
0.7594,45,0.45,47962,52.2,0.6582,856,Chest x-ray 2vw frontal&latl,71020,204759
0.7594,45,0.45,47962,52.2,0.6582,856,Chest x-ray 2vw frontal&latl,71020,204759
0.7594,45,0.45,47962,52.2,0.6582,856,Chest x-ray 2vw frontal&latl,71020,204759
0.7594,45,0.45,47962,52.2,0.6582,856,Chest x-ray 2vw frontal&latl,71020,204759
0.7594,45,0.45,47962,52.2,0.6582,856,Chest x-ray 2vw frontal&latl,71020,204759
0.7594,45,0.45,47962,52.2,0.6582,856,Chest x-ray 2vw frontal&latl,71020,204759
0.7594,45,0.45,47962,52.2,0.6582,856,Chest x-ray 2vw frontal&latl,71020,204759
0.7594,45,0.45,47962,52.2,0.6582,856,Chest x-ray 2vw frontal&latl,71020,204759
0.7594,45,0.45,47962,52.2,0.6582,856,Chest x-ray 2vw frontal&latl,71020,204759
0.7594,45,0.45,47962,52.2,0.6582,856,Chest x-ray 2vw frontal&latl,71020,204759
0.7538,44.81,0.33,34432,41.5556,0.6583,8,Chest x-ray 2vw frontal&latl,71020,204759
0.7538,44.81,0.33,34432,41.5556,0.6583,8,Chest x-ray 2vw frontal&latl,71020,204759
0.7538,44.81,0.45,47962,52.2,0.6582,856,Chest x-ray 2vw frontal&latl,71020,204759
0.7538,44.81,0.45,47962,52.2,0.6582,856,Chest x-ray 2vw frontal&latl,71020,204759
0.7538,44.81,0.45,47962,52.2,0.6582,856,Chest x-ray 2vw frontal&latl,71020,204759
0.7538,44.81,0.45,47962,52.2,0.6582,856,Chest x-ray 2vw frontal&latl,71020,204759
0.7391,44.54,0.47,49521,31.9909,0.786,84,Chest x-ray 2vw frontal&latl,71020,204759
0.7248,44.205714,0.47,49521,31.9909,0.786,84,Chest x-ray 2vw frontal&latl,71020,204759
0.7121,44.173333,0.47,49521,31.9909,0.786,84,Chest x-ray 2vw frontal&latl,71020,204759
0.7089,44.125,0.47,49521,31.9909,0.786,84,Chest x-ray 2vw frontal&latl,71020,204759
0.7087,44.105,0.47,49521,31.9909,0.786,84,Chest x-ray 2vw frontal&latl,71020,204759
0.7044,43.99,0.47,49521,31.9909,0.786,84,Chest x-ray 2vw frontal&latl,71020,204759
0.6807,43.87,0.47,49521,31.9909,0.786,84,Chest x-ray 2vw frontal&latl,71020,204759
0.6744,43.746666,0.33,34432,41.5556,0.6583,8,Chest x-ray 2vw frontal&latl,71020,204759
0.6742,43.714615,0.47,49521,31.9909,0.786,84,Chest x-ray 2vw frontal&latl,71020,204759
0.6731,43.56909,0.47,49521,31.9909,0.786,84,Chest x-ray 2vw frontal&latl,71020,204759
0.6721,43.465,0.47,49521,31.9909,0.786,84,Chest x-ray 2vw frontal&latl,71020,204759
0.6673,43.173333,0.47,49521,31.9909,0.786,84,Chest x-ray 2vw frontal&latl,71020,204759
0.6624,42.985,0.47,49521,31.9909,0.786,84,Chest x-ray 2vw frontal&latl,71020,204759
0.6623,42.956666,0.45,47962,52.2,0.6582,856,Chest x-ray 2vw frontal&latl,71020,204759
0.6623,42.956666,0.45,47962,52.2,0.6582,856,Chest x-ray 2vw frontal&latl,71020,204759
