avgAmount,cost_percentile,quality,no_procedures_location,no_proc_percentile,income_percentile,no_procedures,description
19.98,0.4288,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
20.635,0.4658,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
20.635,0.4658,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
20.635,0.4658,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
20.635,0.4658,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
12.8225,0.2341,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
12.8225,0.2341,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
12.8225,0.2341,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
12.8225,0.2341,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
14.4,0.2691,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
14.4,0.2691,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
14.4,0.2691,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
14.4,0.2691,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
14.4,0.2691,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
14.4,0.2691,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
14.4,0.2691,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
14.4,0.2691,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
14.4,0.2691,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
14.4,0.2691,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
14.4,0.2691,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
14.4,0.2691,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
12.918571,0.2359,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
12.918571,0.2359,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
12.918571,0.2359,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
12.918571,0.2359,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
13.715,0.2482,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
13.715,0.2482,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
13.715,0.2482,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
13.715,0.2482,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
14.4,0.2691,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
14.4,0.2691,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
14.4,0.2691,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
14.4,0.2691,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
14.4,0.2691,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
14.4,0.2691,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
14.4,0.2691,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
14.4,0.2691,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
14.4,0.2691,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
14.4,0.2691,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
14.4,0.2691,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
14.4,0.2691,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
14.4,0.2691,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
14.4,0.2691,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
14.4,0.2691,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
14.4,0.2691,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
14.06,0.2611,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
14.06,0.2611,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
14.06,0.2611,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
14.06,0.2611,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
14.06,0.2611,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
14.06,0.2611,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
14.06,0.2611,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
14.06,0.2611,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
14.06,0.2611,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
14.06,0.2611,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
14.06,0.2611,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
14.06,0.2611,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
14.06,0.2611,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
14.06,0.2611,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
14.06,0.2611,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
14.06,0.2611,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
15.516,0.2926,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
15.516,0.2926,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
15.516,0.2926,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
15.516,0.2926,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
15.195,0.2864,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
15.195,0.2864,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
15.195,0.2864,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
15.195,0.2864,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
16.24,0.3071,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
16.24,0.3071,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
16.24,0.3071,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
16.24,0.3071,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
16.266666,0.3076,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
16.266666,0.3076,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
16.266666,0.3076,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
16.266666,0.3076,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
17.74,0.3411,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
17.74,0.3411,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
17.74,0.3411,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
17.74,0.3411,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
18.41375,0.3565,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
18.41375,0.3565,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
18.41375,0.3565,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
18.41375,0.3565,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
25.69,0.7267,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
25.69,0.7267,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
25.69,0.7267,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
25.69,0.7267,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
28.17,0.7641,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
28.17,0.7641,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
28.17,0.7641,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
28.17,0.7641,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
28.17,0.7641,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
28.17,0.7641,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
28.17,0.7641,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
28.17,0.7641,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
28.17,0.7641,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
28.17,0.7641,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
28.17,0.7641,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
28.17,0.7641,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
27.43,0.7505,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
27.43,0.7505,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
27.43,0.7505,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
27.43,0.7505,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
27.43,0.7505,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
27.43,0.7505,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
27.43,0.7505,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
27.43,0.7505,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
26.524347,0.7362,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
26.524347,0.7362,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
26.524347,0.7362,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
26.524347,0.7362,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
26.10875,0.7314,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
26.10875,0.7314,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
26.10875,0.7314,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
26.10875,0.7314,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
27.43,0.7505,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
27.43,0.7505,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
27.43,0.7505,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
27.43,0.7505,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
27.43,0.7505,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
27.43,0.7505,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
27.43,0.7505,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
27.43,0.7505,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
27.43,0.7505,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
27.43,0.7505,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
27.43,0.7505,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
27.43,0.7505,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
27.615,0.7607,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
27.615,0.7607,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
27.615,0.7607,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
27.615,0.7607,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
28.17,0.7641,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
28.17,0.7641,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
28.17,0.7641,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
28.17,0.7641,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
24.685,0.6982,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
24.685,0.6982,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
24.685,0.6982,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
24.685,0.6982,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
23.705,0.6809,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
23.705,0.6809,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
23.705,0.6809,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
23.705,0.6809,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
24.36,0.6898,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
24.36,0.6898,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
24.36,0.6898,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
24.36,0.6898,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
24.36,0.6898,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
24.36,0.6898,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
24.36,0.6898,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
24.36,0.6898,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
23.04,0.6624,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
23.04,0.6624,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
23.04,0.6624,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
23.04,0.6624,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
23.04,0.6624,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
23.04,0.6624,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
23.04,0.6624,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
23.04,0.6624,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
22.96,0.6568,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
22.96,0.6568,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
22.96,0.6568,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
22.96,0.6568,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
21.94,0.6017,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
21.94,0.6017,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
21.94,0.6017,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
21.94,0.6017,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
22.355,0.6124,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
22.355,0.6124,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
22.355,0.6124,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
22.355,0.6124,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
21.94,0.6017,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
21.94,0.6017,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
21.94,0.6017,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
21.94,0.6017,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
22.463333,0.6147,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
22.463333,0.6147,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
21.94,0.6017,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
21.94,0.6017,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
21.94,0.6017,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
21.94,0.6017,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
22.463333,0.6147,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
22.463333,0.6147,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
21.94,0.6017,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
21.94,0.6017,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
21.94,0.6017,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
21.94,0.6017,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
21.94,0.6017,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
21.94,0.6017,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
21.94,0.6017,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
21.94,0.6017,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
21.94,0.6017,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
21.94,0.6017,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
21.94,0.6017,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
21.94,0.6017,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
21.94,0.6017,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
21.94,0.6017,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
21.94,0.6017,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
21.94,0.6017,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
21.94,0.6017,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
21.94,0.6017,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
21.94,0.6017,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
21.94,0.6017,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
21.94,0.6017,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
21.94,0.6017,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
21.94,0.6017,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
21.94,0.6017,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
21.94,0.6017,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
21.94,0.6017,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
21.94,0.6017,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
21.94,0.6017,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
21.94,0.6017,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
21.94,0.6017,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
21.94,0.6017,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
21.94,0.6017,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
21.44,0.5828,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
21.44,0.5828,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
21.44,0.5828,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
21.44,0.5828,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
21.94,0.6017,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
21.94,0.6017,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
21.94,0.6017,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
21.94,0.6017,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
21.94,0.6017,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
21.94,0.6017,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
21.94,0.6017,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
21.94,0.6017,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
21.29,0.5606,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
21.29,0.5606,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
21.29,0.5606,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
21.29,0.5606,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
21.29,0.5606,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
21.29,0.5606,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
21.29,0.5606,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
21.29,0.5606,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
21.29,0.5606,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
21.29,0.5606,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
21.29,0.5606,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
21.29,0.5606,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
21.29,0.5606,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
21.29,0.5606,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
21.29,0.5606,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
21.29,0.5606,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
21.29,0.5606,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
21.29,0.5606,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
21.29,0.5606,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
21.29,0.5606,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
21.29,0.5606,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
21.29,0.5606,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
21.29,0.5606,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
21.29,0.5606,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
21.29,0.5606,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
21.29,0.5606,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
21.29,0.5606,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
21.29,0.5606,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
21.29,0.5606,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
21.29,0.5606,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
21.29,0.5606,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
21.29,0.5606,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
21.29,0.5606,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
21.29,0.5606,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
21.29,0.5606,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
21.29,0.5606,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
21.29,0.5606,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
21.29,0.5606,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
21.29,0.5606,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
21.29,0.5606,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
21.29,0.5606,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
21.29,0.5606,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
21.29,0.5606,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
21.29,0.5606,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
21.29,0.5606,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
21.29,0.5606,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
21.29,0.5606,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
21.29,0.5606,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
21.29,0.5606,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
21.29,0.5606,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
21.29,0.5606,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
21.29,0.5606,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
21.29,0.5606,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
21.29,0.5606,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
21.29,0.5606,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
21.29,0.5606,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
39.781428,0.8734,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
39.781428,0.8734,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
39.781428,0.8734,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
39.781428,0.8734,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
31.82,0.8358,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
31.82,0.8358,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
31.82,0.8358,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
31.82,0.8358,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
35.602,0.8619,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
35.602,0.8619,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
35.602,0.8619,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
35.602,0.8619,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
35.602,0.8619,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
35.602,0.8619,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
35.602,0.8619,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
35.602,0.8619,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
33.135,0.8487,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
33.135,0.8487,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
33.135,0.8487,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
33.135,0.8487,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
34.676666,0.8585,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
34.676666,0.8585,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
34.676666,0.8585,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
34.676666,0.8585,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
34.718461,0.8585,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
34.718461,0.8585,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
34.718461,0.8585,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
34.718461,0.8585,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
34.793076,0.8588,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
34.793076,0.8588,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
34.793076,0.8588,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
34.793076,0.8588,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
40.46,0.8754,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
40.46,0.8754,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
40.46,0.8754,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
40.46,0.8754,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
46.21,0.8938,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
46.21,0.8938,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
46.21,0.8938,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
46.21,0.8938,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
41.905384,0.8812,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
41.905384,0.8812,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
41.905384,0.8812,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
41.905384,0.8812,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
50.6325,0.9049,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
50.6325,0.9049,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
50.6325,0.9049,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
50.6325,0.9049,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
47.38,0.8981,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
47.38,0.8981,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
47.38,0.8981,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
47.38,0.8981,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
49.185217,0.9014,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
49.185217,0.9014,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
49.185217,0.9014,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
49.185217,0.9014,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
49.045,0.9012,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
49.045,0.9012,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
49.045,0.9012,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
49.045,0.9012,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
49.045,0.9012,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
49.045,0.9012,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
49.045,0.9012,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
49.045,0.9012,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
49.045,0.9012,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
49.045,0.9012,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
49.045,0.9012,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
49.045,0.9012,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
49.045,0.9012,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
49.045,0.9012,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
49.045,0.9012,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
49.045,0.9012,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
49.045,0.9012,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
49.045,0.9012,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
49.045,0.9012,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
49.045,0.9012,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
49.045,0.9012,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
49.045,0.9012,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
49.045,0.9012,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
49.045,0.9012,52.2,370,0.729,0.45,255178,Electrocardiogram tracing
