GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC01_EST_VC20,HC01_MOE_VC20,HC02_EST_VC20,HC02_MOE_VC20
Id,Id2,Geography,Total; Estimate; All households,Total; Margin of Error; All households,Mean income (dollars); Estimate; All households,Mean income (dollars); Margin of Error; All households,Total; Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population,Total; Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population,Mean income (dollars); Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population,Mean income (dollars); Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population
8600000US98562,98562,ZCTA5 98562,36,60,N,N,73,120,N,N
8600000US98563,98563,ZCTA5 98563,3325,254,70082,9608,8320,632,28745,3926
8600000US98564,98564,ZCTA5 98564,997,113,56081,7187,2395,258,23779,3556
8600000US98565,98565,ZCTA5 98565,180,54,68625,12980,516,188,24433,5834
8600000US98568,98568,ZCTA5 98568,944,107,54190,4971,2784,324,18667,1838
8600000US98569,98569,ZCTA5 98569,2810,226,53201,6468,5923,239,25899,3397
8600000US98570,98570,ZCTA5 98570,1657,160,55000,6828,4161,517,22910,2758
8600000US98571,98571,ZCTA5 98571,119,92,84559,60507,293,213,35224,22902
8600000US98572,98572,ZCTA5 98572,330,57,52801,8617,775,126,22725,3728
8600000US98575,98575,ZCTA5 98575,80,23,63138,13985,153,44,33213,7743
8600000US98576,98576,ZCTA5 98576,1848,156,68076,7566,4691,465,27544,2498
8600000US98577,98577,ZCTA5 98577,2727,173,54249,4736,6649,414,22524,1888
8600000US98579,98579,ZCTA5 98579,4857,323,68846,5572,13494,1142,25349,2229
8600000US98580,98580,ZCTA5 98580,3921,216,70791,5931,11090,839,25699,2359
8600000US98581,98581,ZCTA5 98581,128,40,34113,9076,216,70,21734,4801
8600000US98582,98582,ZCTA5 98582,286,115,54414,20851,504,208,31133,10785
8600000US98583,98583,ZCTA5 98583,51,21,35002,18695,102,46,18231,8244
8600000US98584,98584,ZCTA5 98584,13196,461,59349,2996,35968,1090,23023,1092
8600000US98585,98585,ZCTA5 98585,284,72,83693,28935,660,201,36366,15630
8600000US98586,98586,ZCTA5 98586,881,101,40607,5464,2029,253,18614,2694
8600000US98587,98587,ZCTA5 98587,258,45,46643,7307,896,159,14261,2976
8600000US98588,98588,ZCTA5 98588,936,228,57827,12613,2165,553,26576,4861
8600000US98589,98589,ZCTA5 98589,2683,224,66552,6120,7142,862,26128,2669
8600000US98590,98590,ZCTA5 98590,198,57,91639,60242,432,116,43120,29105
8600000US98591,98591,ZCTA5 98591,1477,154,57261,6025,3569,394,24640,2733
8600000US98592,98592,ZCTA5 98592,700,155,79975,23202,1511,458,37385,9920
8600000US98593,98593,ZCTA5 98593,397,81,44532,5023,926,197,19002,2571
8600000US98595,98595,ZCTA5 98595,1194,181,37980,5236,2474,463,18643,2923
8600000US98596,98596,ZCTA5 98596,2577,195,50832,4573,7670,752,17767,1799
8600000US98597,98597,ZCTA5 98597,7797,336,62998,3499,21840,1103,23103,1497
8600000US98601,98601,ZCTA5 98601,956,104,63081,9799,2643,395,23083,3379
8600000US98602,98602,ZCTA5 98602,41,28,49527,9498,96,73,22635,11779
8600000US98603,98603,ZCTA5 98603,419,107,76205,26651,1013,309,31532,13413
8600000US98604,98604,ZCTA5 98604,11539,323,80608,4122,34840,962,27250,1312
8600000US98605,98605,ZCTA5 98605,460,75,54168,7746,1349,357,20748,2956
8600000US98606,98606,ZCTA5 98606,3128,208,92286,6841,9339,843,31581,2477
8600000US98607,98607,ZCTA5 98607,9866,319,106904,5846,28944,794,37087,2126
8600000US98610,98610,ZCTA5 98610,1158,104,53553,8572,2820,264,23864,4115
8600000US98611,98611,ZCTA5 98611,3868,220,65928,5561,10021,669,27907,3632
8600000US98612,98612,ZCTA5 98612,1119,118,54594,7982,2618,250,24773,3489
8600000US98613,98613,ZCTA5 98613,209,53,68062,9870,630,229,22596,5691
8600000US98614,98614,ZCTA5 98614,112,79,42180,13789,198,125,23983,8322
8600000US98616,98616,ZCTA5 98616,85,51,69939,52013,186,100,33599,23983
8600000US98617,98617,ZCTA5 98617,415,108,64949,19200,1090,310,26227,10335
8600000US98619,98619,ZCTA5 98619,187,31,53426,8193,484,124,21856,3005
8600000US98620,98620,ZCTA5 98620,2982,243,47662,5108,7114,408,20242,2322
8600000US98621,98621,ZCTA5 98621,198,58,44295,15516,540,187,16899,3787
8600000US98624,98624,ZCTA5 98624,641,124,53753,8440,1578,360,22553,3736
8600000US98625,98625,ZCTA5 98625,2568,166,72737,12075,6590,771,28997,5162
8600000US98626,98626,ZCTA5 98626,9090,384,56614,2978,24352,754,21864,1133
8600000US98628,98628,ZCTA5 98628,158,44,49237,10670,413,141,23695,4974
8600000US98629,98629,ZCTA5 98629,2943,173,86823,7734,8479,501,30657,2691
8600000US98631,98631,ZCTA5 98631,1688,190,54236,8020,3659,526,25379,3656
8600000US98632,98632,ZCTA5 98632,19960,469,55149,2035,48647,852,23344,945
8600000US98635,98635,ZCTA5 98635,763,121,45693,4950,1730,294,21799,2641
8600000US98638,98638,ZCTA5 98638,517,64,61112,8962,1365,185,22965,3160
8600000US98639,98639,ZCTA5 98639,428,68,67699,17184,964,182,31867,8065
8600000US98640,98640,ZCTA5 98640,1901,230,44039,6762,3772,405,22621,3539
8600000US98641,98641,ZCTA5 98641,0,12,-,**,0,12,-,**
8600000US98642,98642,ZCTA5 98642,5910,287,96102,7067,16294,819,35702,2795
8600000US98643,98643,ZCTA5 98643,193,50,50107,10476,436,147,21818,8985
8600000US98644,98644,ZCTA5 98644,140,80,41680,11267,338,207,16865,3804
8600000US98645,98645,ZCTA5 98645,461,77,59137,8695,1193,245,23463,3540
8600000US98647,98647,ZCTA5 98647,121,36,47703,30238,247,87,24831,15404
8600000US98648,98648,ZCTA5 98648,1204,116,60170,5527,2836,336,27244,2492
8600000US98649,98649,ZCTA5 98649,376,78,77639,14576,1182,317,24717,5389
8600000US98650,98650,ZCTA5 98650,314,67,74603,15153,876,211,27850,6525
8600000US98651,98651,ZCTA5 98651,269,50,68558,10963,814,148,23812,4553
8600000US98660,98660,ZCTA5 98660,5234,169,59305,5051,12345,698,25976,2424
8600000US98661,98661,ZCTA5 98661,17422,359,56114,3419,42480,1174,23740,1402
8600000US98662,98662,ZCTA5 98662,11885,340,68980,2772,33688,1075,24996,1105
8600000US98663,98663,ZCTA5 98663,5688,224,62293,3079,13566,541,26949,1374
8600000US98664,98664,ZCTA5 98664,8776,250,67840,3828,21205,782,29024,1719
8600000US98665,98665,ZCTA5 98665,9492,214,65484,3588,24496,808,26059,1618
8600000US98670,98670,ZCTA5 98670,33,14,50361,19338,91,41,19935,10901
8600000US98671,98671,ZCTA5 98671,8155,240,81718,4608,22633,505,30112,1881
8600000US98672,98672,ZCTA5 98672,2136,185,68521,6670,5731,518,26932,2530
8600000US98673,98673,ZCTA5 98673,197,45,53346,13505,422,108,26458,7670
8600000US98674,98674,ZCTA5 98674,3853,296,78154,9345,11174,659,27454,3378
8600000US98675,98675,ZCTA5 98675,2067,153,75602,6455,7335,833,21879,2238
8600000US98682,98682,ZCTA5 98682,18226,387,68437,2531,56326,1632,22819,907
8600000US98683,98683,ZCTA5 98683,13008,329,77841,3311,31908,915,32342,1566
8600000US98684,98684,ZCTA5 98684,9857,247,69204,4079,27442,1058,25509,1638
8600000US98685,98685,ZCTA5 98685,9708,252,92852,4268,26954,954,34033,1817
8600000US98686,98686,ZCTA5 98686,6741,223,87166,5149,18060,815,32998,2151
8600000US98801,98801,ZCTA5 98801,14977,441,68149,4068,41526,901,25747,1400
8600000US98802,98802,ZCTA5 98802,10511,247,67214,3438,28672,606,24860,1344
8600000US98811,98811,ZCTA5 98811,39,26,49162,31155,87,74,31518,16464
8600000US98812,98812,ZCTA5 98812,1293,170,56942,7140,4799,563,16593,2100
8600000US98813,98813,ZCTA5 98813,991,129,45683,4464,3189,404,13971,1601
8600000US98814,98814,ZCTA5 98814,148,79,51226,15848,345,215,21886,9566
8600000US98815,98815,ZCTA5 98815,2564,234,79022,8816,7335,645,28974,3500
8600000US98816,98816,ZCTA5 98816,2626,309,60155,8390,6986,925,23868,3904
8600000US98817,98817,ZCTA5 98817,188,99,19371,14539,429,207,9307,5067
8600000US98819,98819,ZCTA5 98819,89,28,35442,8356,153,45,21429,4155
8600000US98821,98821,ZCTA5 98821,157,130,27348,26646,327,311,12269,13307
8600000US98822,98822,ZCTA5 98822,805,76,58842,5500,2093,223,23144,2109
8600000US98823,98823,ZCTA5 98823,3720,242,58703,4020,10821,424,20842,1651
8600000US98824,98824,ZCTA5 98824,115,51,46302,7249,453,191,12872,3388
8600000US98826,98826,ZCTA5 98826,2965,293,59368,7959,6639,708,26928,3269
8600000US98827,98827,ZCTA5 98827,235,127,28214,9674,676,519,19300,12360
8600000US98828,98828,ZCTA5 98828,770,108,69590,12353,2310,505,24486,5490
8600000US98829,98829,ZCTA5 98829,274,86,53136,11150,750,239,20557,5703
8600000US98830,98830,ZCTA5 98830,240,50,60759,10307,507,120,27839,4986
8600000US98831,98831,ZCTA5 98831,1303,176,58091,8439,3446,734,24450,5249
8600000US98832,98832,ZCTA5 98832,65,35,70617,26874,263,131,20095,5903
8600000US98833,98833,ZCTA5 98833,83,37,66952,13445,190,90,28956,8978
8600000US98834,98834,ZCTA5 98834,81,34,73952,27535,200,89,30511,16638
8600000US98836,98836,ZCTA5 98836,313,121,70004,21847,1058,640,20575,11489
8600000US98837,98837,ZCTA5 98837,14646,420,60995,3540,40917,1041,22421,1463
8600000US98840,98840,ZCTA5 98840,1834,187,59952,11812,4652,366,26927,7410
8600000US98841,98841,ZCTA5 98841,3445,305,52217,5374,8803,583,21359,2211
8600000US98843,98843,ZCTA5 98843,503,97,69194,14573,1611,300,22648,5026
8600000US98844,98844,ZCTA5 98844,1963,246,47054,5778,4483,695,20798,2600
8600000US98845,98845,ZCTA5 98845,88,26,48057,16023,233,88,18220,8237
8600000US98846,98846,ZCTA5 98846,423,100,50971,9021,1114,235,19612,3721
8600000US98847,98847,ZCTA5 98847,537,156,74911,42192,1617,599,25057,14896
8600000US98848,98848,ZCTA5 98848,3600,219,54436,3394,11991,658,17262,1090
8600000US98849,98849,ZCTA5 98849,555,119,46537,8337,1436,350,18675,3393
8600000US98850,98850,ZCTA5 98850,546,121,50130,14745,1555,437,17281,6174
8600000US98851,98851,ZCTA5 98851,1800,169,47941,6013,3930,422,22991,2890
8600000US98852,98852,ZCTA5 98852,5,9,73120,66801,7,12,52229,31428
8600000US98853,98853,ZCTA5 98853,2,4,N,N,2,4,N,N
8600000US98855,98855,ZCTA5 98855,2757,297,47756,5770,6415,868,21072,2729
8600000US98856,98856,ZCTA5 98856,1206,130,41514,4631,2403,291,20991,2543
8600000US98857,98857,ZCTA5 98857,1196,111,51927,5862,3983,256,16511,2200
8600000US98858,98858,ZCTA5 98858,839,101,55439,5933,2300,303,20014,2286
8600000US98859,98859,ZCTA5 98859,146,114,9745,8940,164,122,8547,6304
8600000US98860,98860,ZCTA5 98860,114,32,44104,8221,252,93,20989,4808
8600000US98862,98862,ZCTA5 98862,974,151,67082,10123,2147,340,30606,5259
8600000US98901,98901,ZCTA5 98901,9533,268,49433,2701,29800,1298,16947,941
8600000US98902,98902,ZCTA5 98902,16433,435,49918,2547,46904,1208,18686,1272
8600000US98903,98903,ZCTA5 98903,5291,315,60407,5490,15341,1030,21608,1868
8600000US98908,98908,ZCTA5 98908,14167,436,75796,3858,35926,1343,30583,1638
8600000US98921,98921,ZCTA5 98921,261,125,20701,4147,1222,650,4492,1328
8600000US98922,98922,ZCTA5 98922,2594,241,68217,8636,5734,583,30854,3739
8600000US98923,98923,ZCTA5 98923,246,107,55080,19029,1053,651,13761,8307
8600000US98925,98925,ZCTA5 98925,233,79,60245,9136,578,242,24925,6734
8600000US98926,98926,ZCTA5 98926,11931,427,53847,2852,30624,649,21828,1049
8600000US98929,98929,ZCTA5 98929,0,12,-,**,0,12,-,**
8600000US98930,98930,ZCTA5 98930,4623,287,52592,4505,16904,1001,15107,1411
8600000US98932,98932,ZCTA5 98932,1285,143,49426,5802,4986,350,13625,1992
8600000US98933,98933,ZCTA5 98933,399,60,67725,13675,1296,212,21706,5049
8600000US98934,98934,ZCTA5 98934,394,90,51140,8329,1019,258,20302,3938
8600000US98935,98935,ZCTA5 98935,838,72,49154,8690,3305,350,13699,2283
8600000US98936,98936,ZCTA5 98936,1823,153,61379,5575,5562,478,20457,1742
8600000US98937,98937,ZCTA5 98937,1594,190,89772,35705,3838,465,37909,14745
8600000US98938,98938,ZCTA5 98938,557,129,77583,19356,2593,881,17397,6336
8600000US98939,98939,ZCTA5 98939,22,16,34327,22197,93,48,9184,8676
8600000US98940,98940,ZCTA5 98940,377,167,85460,35263,572,251,55528,20767
8600000US98941,98941,ZCTA5 98941,375,83,61511,10946,947,237,24817,4288
8600000US98942,98942,ZCTA5 98942,6166,293,72718,4324,16724,838,27454,2057
8600000US98943,98943,ZCTA5 98943,369,85,53368,9371,827,233,24752,6213
8600000US98944,98944,ZCTA5 98944,6117,347,49712,4685,22693,1035,14521,1135
8600000US98946,98946,ZCTA5 98946,231,52,63323,13012,588,179,25181,5879
8600000US98947,98947,ZCTA5 98947,957,164,58308,8161,3036,593,19030,3431
8600000US98948,98948,ZCTA5 98948,3463,191,46871,3577,13067,464,13226,938
8600000US98950,98950,ZCTA5 98950,111,44,83719,29139,563,241,18183,6674
8600000US98951,98951,ZCTA5 98951,3636,187,47302,3206,13816,678,13428,1066
8600000US98952,98952,ZCTA5 98952,571,89,48994,8833,2293,416,13362,2587
8600000US98953,98953,ZCTA5 98953,1979,188,66688,5875,7113,868,19589,1972
8600000US99001,99001,ZCTA5 99001,1435,229,46000,5385,6227,72,14026,1753
8600000US99003,99003,ZCTA5 99003,2104,220,74662,8455,5130,524,31182,3607
8600000US99004,99004,ZCTA5 99004,6801,354,53692,3187,18234,634,20857,1271
8600000US99005,99005,ZCTA5 99005,2780,218,105732,10261,8291,773,35595,3591
8600000US99006,99006,ZCTA5 99006,3972,230,66195,6558,10903,646,24517,2273
8600000US99008,99008,ZCTA5 99008,215,65,63754,16404,594,276,21235,5408
8600000US99009,99009,ZCTA5 99009,1414,210,66988,11214,4055,843,23622,4389
8600000US99011,99011,ZCTA5 99011,749,83,53694,5969,3097,415,18453,2172
8600000US99012,99012,ZCTA5 99012,414,73,52183,6780,1051,220,21665,2738
8600000US99013,99013,ZCTA5 99013,634,105,53553,7421,1811,420,18238,3094
8600000US99016,99016,ZCTA5 99016,4677,259,68696,4031,12908,855,25511,1548
8600000US99017,99017,ZCTA5 99017,73,19,61311,16527,191,64,23763,6713
8600000US99018,99018,ZCTA5 99018,106,43,53406,10808,306,125,18418,4706
8600000US99019,99019,ZCTA5 99019,3658,248,97545,11843,9681,519,36975,4413
8600000US99020,99020,ZCTA5 99020,15,23,N,N,15,23,N,N
8600000US99021,99021,ZCTA5 99021,3482,209,72402,5532,8897,649,28815,2143
8600000US99022,99022,ZCTA5 99022,3261,287,65401,5464,9088,667,24718,2532
8600000US99023,99023,ZCTA5 99023,190,61,123653,40230,605,230,38664,15291
8600000US99025,99025,ZCTA5 99025,1757,259,84027,9982,5029,816,29940,5021
8600000US99026,99026,ZCTA5 99026,3517,236,75636,6272,9888,682,27484,1961
8600000US99027,99027,ZCTA5 99027,2480,211,63276,6043,6187,665,25880,2866
8600000US99029,99029,ZCTA5 99029,575,86,65623,7183,1512,308,25121,4007
8600000US99030,99030,ZCTA5 99030,412,73,66950,7650,980,188,28283,3555
8600000US99031,99031,ZCTA5 99031,411,112,48082,14973,915,225,21537,5406
8600000US99032,99032,ZCTA5 99032,336,59,44385,7182,692,151,21112,4224
8600000US99033,99033,ZCTA5 99033,401,63,54175,7704,962,193,23570,3106
8600000US99034,99034,ZCTA5 99034,55,69,N,N,131,159,15860,5997
8600000US99036,99036,ZCTA5 99036,473,84,104609,22997,1255,230,40473,8584
8600000US99037,99037,ZCTA5 99037,4816,248,74787,6691,12604,820,28642,2493
8600000US99039,99039,ZCTA5 99039,50,20,49768,6914,100,40,26090,6837
8600000US99040,99040,ZCTA5 99040,269,46,46417,12114,644,124,18791,4241
8600000US99101,99101,ZCTA5 99101,607,109,44828,7117,1645,357,16275,2833
8600000US99102,99102,ZCTA5 99102,218,71,55910,12485,444,156,26908,6024
8600000US99103,99103,ZCTA5 99103,214,35,51146,6667,478,95,23339,2843
8600000US99105,99105,ZCTA5 99105,24,14,64954,26954,50,26,30526,12743
8600000US99109,99109,ZCTA5 99109,2154,178,47027,4136,5120,383,20476,1659
8600000US99110,99110,ZCTA5 99110,532,109,55480,18022,1589,494,18172,7025
8600000US99111,99111,ZCTA5 99111,1802,159,63253,9414,4226,286,27445,3744
8600000US99113,99113,ZCTA5 99113,266,35,75637,8669,652,94,31120,3676
8600000US99114,99114,ZCTA5 99114,5074,215,56577,4262,11689,402,24829,1838
8600000US99115,99115,ZCTA5 99115,472,70,61021,10092,1309,240,22869,4489
8600000US99116,99116,ZCTA5 99116,665,75,58820,7298,1665,257,22818,2627
8600000US99117,99117,ZCTA5 99117,212,43,53731,7927,498,123,22739,4599
8600000US99118,99118,ZCTA5 99118,317,60,55826,11829,850,174,21630,5545
8600000US99119,99119,ZCTA5 99119,426,80,54804,10002,948,192,24492,4608
8600000US99121,99121,ZCTA5 99121,65,32,54275,21360,160,88,21635,7793
8600000US99122,99122,ZCTA5 99122,1455,136,62075,6895,3458,346,26075,2988
8600000US99123,99123,ZCTA5 99123,540,79,65098,8022,1209,251,29560,3898
8600000US99124,99124,ZCTA5 99124,121,28,61969,15122,317,81,23697,4330
8600000US99125,99125,ZCTA5 99125,245,39,48907,6056,504,72,24198,3028
8600000US99126,99126,ZCTA5 99126,403,141,52327,12542,1050,386,19772,6217
8600000US99128,99128,ZCTA5 99128,122,27,84058,13963,368,138,27713,8573
8600000US99129,99129,ZCTA5 99129,337,50,48015,9623,829,110,19429,3559
8600000US99130,99130,ZCTA5 99130,339,43,55397,5204,725,100,25972,2596
8600000US99131,99131,ZCTA5 99131,77,22,49701,11028,153,43,24801,5705
8600000US99133,99133,ZCTA5 99133,701,114,49167,8172,1562,295,22855,3620
8600000US99134,99134,ZCTA5 99134,252,55,74060,12078,648,193,29599,4762
8600000US99135,99135,ZCTA5 99135,107,37,83380,31610,260,120,33665,9102
8600000US99136,99136,ZCTA5 99136,18,7,46083,26441,33,17,25418,10823
8600000US99137,99137,ZCTA5 99137,148,41,42964,7806,316,76,20910,4123
8600000US99138,99138,ZCTA5 99138,464,61,35688,4718,1195,126,14648,1955
8600000US99139,99139,ZCTA5 99139,539,94,53593,9420,1424,274,20384,3469
8600000US99140,99140,ZCTA5 99140,150,41,40526,7675,409,82,15651,2643
8600000US99141,99141,ZCTA5 99141,2237,204,49236,3352,5263,631,21243,2097
8600000US99143,99143,ZCTA5 99143,296,40,52236,8414,631,91,24487,3698
8600000US99144,99144,ZCTA5 99144,20,17,46010,44794,37,24,27381,17244
8600000US99146,99146,ZCTA5 99146,25,23,58716,26509,89,102,18252,11405
8600000US99147,99147,ZCTA5 99147,68,18,60257,18433,115,40,35106,10541
8600000US99148,99148,ZCTA5 99148,932,125,59751,7141,1999,287,27789,4175
8600000US99149,99149,ZCTA5 99149,90,27,38209,11135,173,59,19480,6978
8600000US99150,99150,ZCTA5 99150,93,34,40838,14313,253,127,16408,6471
8600000US99151,99151,ZCTA5 99151,72,20,35778,9664,153,53,17471,5012
8600000US99152,99152,ZCTA5 99152,94,35,66404,15193,195,95,33005,10587
8600000US99153,99153,ZCTA5 99153,225,68,48253,11959,379,115,28538,7650
8600000US99154,99154,ZCTA5 99154,13,6,86700,28485,31,14,30103,18259
8600000US99155,99155,ZCTA5 99155,337,56,32661,6031,1129,200,11901,2055
8600000US99156,99156,ZCTA5 99156,3533,213,46847,3227,8256,396,20478,1562
8600000US99157,99157,ZCTA5 99157,358,65,41280,11949,842,185,17302,4292
8600000US99158,99158,ZCTA5 99158,275,40,57091,7860,710,116,22166,3646
8600000US99159,99159,ZCTA5 99159,599,72,67595,11241,1354,163,29030,4500
8600000US99160,99160,ZCTA5 99160,71,33,18846,8504,127,66,12124,4489
8600000US99161,99161,ZCTA5 99161,577,63,65841,5705,1422,211,26301,3397
8600000US99163,99163,ZCTA5 99163,11196,441,52537,3275,32285,220,18876,1023
8600000US99164,99164,ZCTA5 99164,0,12,-,**,1,3,N,N
8600000US99166,99166,ZCTA5 99166,1504,116,51598,7142,3606,235,23010,3061
8600000US99167,99167,ZCTA5 99167,284,57,49288,7484,659,158,20831,3704
8600000US99169,99169,ZCTA5 99169,1121,97,58198,5844,2780,284,24394,2882
8600000US99170,99170,ZCTA5 99170,455,61,52259,6277,1000,157,24088,3138
8600000US99171,99171,ZCTA5 99171,488,62,55177,10786,979,142,27573,4706
8600000US99173,99173,ZCTA5 99173,593,83,43670,5500,1595,245,16991,2795
8600000US99174,99174,ZCTA5 99174,30,12,52040,23093,61,25,25236,10972
8600000US99176,99176,ZCTA5 99176,79,22,57614,16507,197,53,23651,4659
8600000US99179,99179,ZCTA5 99179,243,44,68164,5340,603,120,27910,3725
8600000US99180,99180,ZCTA5 99180,432,95,47203,7897,1030,272,20362,3944
8600000US99181,99181,ZCTA5 99181,764,115,38329,5460,1850,343,15924,2802
8600000US99185,99185,ZCTA5 99185,537,56,58716,9307,1178,129,27161,4742
8600000US99201,99201,ZCTA5 99201,6628,333,37896,4029,13884,831,19269,2017
8600000US99202,99202,ZCTA5 99202,7034,391,44741,2857,19814,1408,17277,1109
8600000US99203,99203,ZCTA5 99203,8966,336,86396,4324,20721,749,37759,1979
8600000US99204,99204,ZCTA5 99204,3639,225,47680,6367,6521,473,27338,3219
8600000US99205,99205,ZCTA5 99205,17476,334,52559,1987,41347,983,22696,770
8600000US99206,99206,ZCTA5 99206,14406,368,62873,2298,36760,1139,25274,1000
8600000US99207,99207,ZCTA5 99207,11941,387,42698,2977,30559,1320,17134,1171
8600000US99208,99208,ZCTA5 99208,19622,427,70227,2622,50686,1609,27685,1096
8600000US99212,99212,ZCTA5 99212,7997,343,62707,4432,19129,934,26604,1890
8600000US99216,99216,ZCTA5 99216,10048,334,55280,3363,24089,900,23542,1324
8600000US99217,99217,ZCTA5 99217,7195,302,59266,3686,18241,1083,23753,1612
8600000US99218,99218,ZCTA5 99218,5719,289,61140,4141,15975,931,22719,1516
8600000US99223,99223,ZCTA5 99223,12849,271,86750,5413,30757,910,36785,2427
8600000US99224,99224,ZCTA5 99224,8246,308,80733,6573,20531,970,32902,2760
8600000US99301,99301,ZCTA5 99301,21598,344,65950,2428,74025,525,20285,749
8600000US99320,99320,ZCTA5 99320,3312,275,68935,4602,8791,605,26323,1780
8600000US99321,99321,ZCTA5 99321,138,83,56758,19870,661,565,11633,8194
8600000US99322,99322,ZCTA5 99322,78,24,60326,13771,215,82,23133,7959
8600000US99323,99323,ZCTA5 99323,1205,117,82073,8166,3451,381,28716,3680
8600000US99324,99324,ZCTA5 99324,3577,304,51911,4629,9273,172,20888,2095
8600000US99326,99326,ZCTA5 99326,1345,206,60257,7964,5912,234,15866,2675
8600000US99328,99328,ZCTA5 99328,1568,102,54081,6147,3753,80,22810,2725
8600000US99329,99329,ZCTA5 99329,82,23,54133,15772,192,77,24787,10012
8600000US99330,99330,ZCTA5 99330,255,95,60973,16342,806,277,20146,6240
8600000US99333,99333,ZCTA5 99333,18,8,40289,14606,38,20,19916,7907
8600000US99335,99335,ZCTA5 99335,96,36,50205,14458,245,96,21192,9090
8600000US99336,99336,ZCTA5 99336,18090,434,58072,3354,49982,1121,21862,1297
8600000US99337,99337,ZCTA5 99337,10476,279,78689,4504,29798,1127,28321,1555
8600000US99338,99338,ZCTA5 99338,4340,284,104974,7221,12914,1169,35783,2832
8600000US99341,99341,ZCTA5 99341,277,52,63828,9446,786,160,23070,4230
8600000US99343,99343,ZCTA5 99343,763,103,68469,13500,3115,480,18153,4101
8600000US99344,99344,ZCTA5 99344,4837,170,53457,3610,17064,626,15868,931
8600000US99345,99345,ZCTA5 99345,69,30,106726,59547,192,70,40545,23143
8600000US99346,99346,ZCTA5 99346,167,50,46329,16804,367,124,23028,7336
8600000US99347,99347,ZCTA5 99347,951,98,58125,4719,2315,111,24874,2138
8600000US99348,99348,ZCTA5 99348,488,98,48230,5501,1709,385,14370,2108
8600000US99349,99349,ZCTA5 99349,1829,202,52923,5560,8538,940,12401,1659
8600000US99350,99350,ZCTA5 99350,4672,279,65654,5116,14387,842,21850,1938
8600000US99352,99352,ZCTA5 99352,11375,343,97768,7095,28409,920,39661,2870
8600000US99353,99353,ZCTA5 99353,5001,196,91277,5433,14124,368,32944,2093
8600000US99354,99354,ZCTA5 99354,9008,323,79395,3329,22653,775,32284,1478
8600000US99356,99356,ZCTA5 99356,100,55,39843,16381,285,185,14278,8035
8600000US99357,99357,ZCTA5 99357,931,156,47339,6741,4005,952,12740,1648
8600000US99359,99359,ZCTA5 99359,57,23,62133,39893,107,43,32221,20835
8600000US99360,99360,ZCTA5 99360,459,65,81687,13907,1345,211,28223,5258
8600000US99361,99361,ZCTA5 99361,665,88,64115,9386,1600,242,26984,4211
8600000US99362,99362,ZCTA5 99362,15247,409,63689,3500,41952,477,23985,1269
8600000US99363,99363,ZCTA5 99363,11,16,N,N,21,31,N,N
8600000US99371,99371,ZCTA5 99371,170,40,64989,18404,364,87,29350,8443
8600000US99401,99401,ZCTA5 99401,133,53,90427,58686,237,108,50510,38319
8600000US99402,99402,ZCTA5 99402,700,96,66832,11586,1904,321,25139,4511
8600000US99403,99403,ZCTA5 99403,8594,143,55598,3807,19886,331,24523,1602
