zip,household_totalno,families_no,median_house_income,median_house_income_errormargin,mean_house_income,mean_house_income_errormargin,median_percentile,,,
99333,18,11,26250,41832,40289,14606,,,,
99335,96,55,40000,16559,50205,14458,,,,
99336,18090,11192,42043,2303,58072,3354,,,,
99337,10476,7729,66201,6484,78689,4504,,,,
99338,4340,3631,93475,9959,104974,7221,,,,
99341,277,224,57083,12733,63828,9446,,,,
99343,763,678,52384,4091,68469,13500,,,,
99344,4837,3975,43358,4419,53457,3610,,,,
99345,69,54,55139,4683,106726,59547,,,,
99346,167,72,34659,10266,46329,16804,,,,
99347,951,675,51189,3940,58125,4719,,,,
99348,488,345,39865,7044,48230,5501,,,,
99349,1829,1579,47428,4800,52923,5560,,,,
99350,4672,3511,57882,6190,65654,5116,,,,
99352,11375,7621,76336,6706,97768,7095,,,,
99353,5001,3879,80164,5705,91277,5433,,,,
99354,9008,5860,61961,3488,79395,3329,,,,
99356,100,85,26250,18946,39843,16381,,,,
99357,931,812,36573,6128,47339,6741,,,,
99359,57,37,34712,9488,62133,39893,,,,
99360,459,352,65208,19506,81687,13907,,,,
99361,665,463,48194,9029,64115,9386,,,,
99362,15247,9379,47782,2337,63689,3500,,,,
99371,170,108,53000,19836,64989,18404,,,,
99401,133,78,62396,48113,90427,58686,,,,
99402,700,580,53438,5662,66832,11586,,,,
99403,8594,5277,41993,2542,55598,3807,,,,
