cost,costval,income,incomeval,quality,insured,adjudicated_location_id,description,procedure_code,no_procedures
0.6717,23.350384,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.6841,23.918888,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.68,23.618222,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.68,23.62,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.6889,24.276,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.6834,23.861818,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.6897,24.3375,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.6854,24.020952,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.705,24.964888,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7058,25.018437,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.706,25.033333,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7121,25.13,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7124,25.180652,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7276,25.77,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7202,25.505,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7268,25.699,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7287,25.899411,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7281,25.842,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.6842,23.920625,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7192,25.46,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7191,25.45,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.719,25.445,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7191,25.455,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7192,25.46,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7147,25.285806,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7249,25.663478,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7188,25.436666,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7189,25.44125,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.6993,24.728333,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7036,24.923333,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7034,24.882857,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.6987,24.718214,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.702,24.796666,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.702,24.796666,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7986,29.35,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7986,29.35,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7149,25.308211,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7986,29.35,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7986,29.35,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7986,29.35,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7986,29.35,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7986,29.35,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7986,29.35,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7986,29.35,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7986,29.35,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7986,29.35,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7986,29.35,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7986,29.35,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7986,29.35,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7986,29.35,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7986,29.35,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7986,29.35,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7986,29.35,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7986,29.35,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7986,29.35,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7986,29.35,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7986,29.35,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7986,29.35,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7986,29.35,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7986,29.35,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7986,29.35,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7986,29.35,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7986,29.35,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7986,29.35,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7986,29.35,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7986,29.35,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7986,29.35,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7986,29.35,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7986,29.35,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7986,29.35,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7986,29.35,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7986,29.35,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7986,29.35,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7986,29.35,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7986,29.35,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7986,29.35,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7986,29.35,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7986,29.35,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7986,29.35,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7986,29.35,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7986,29.35,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7986,29.35,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7986,29.35,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7986,29.35,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7986,29.35,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7986,29.35,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7986,29.35,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7986,29.35,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7986,29.35,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7986,29.35,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7986,29.35,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7986,29.35,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7986,29.35,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7986,29.35,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7986,29.35,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7986,29.35,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7986,29.35,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7986,29.35,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7986,29.35,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7986,29.35,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7986,29.35,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7986,29.35,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7985,29.32,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7986,29.35,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7986,29.35,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7986,29.35,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.798,29.235333,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7872,29.04625,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7353,26.433333,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7354,26.445,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7349,26.415,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7349,26.415,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7349,26.415,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7986,29.35,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7986,29.35,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7986,29.35,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.8049,29.366666,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.8049,29.37,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7986,29.35,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7986,29.35,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7986,29.35,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7986,29.35,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7986,29.35,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7986,29.35,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.732,26.125,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7314,26.111428,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7213,25.62,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7213,25.62,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7373,26.5825,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7363,26.528,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7368,26.538,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7452,26.9125,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7321,26.127777,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7312,26.1,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7308,26.061923,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7244,25.633636,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7452,26.9125,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7449,26.874198,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7505,27.43,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7505,27.43,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7505,27.43,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7505,27.43,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7505,27.43,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7446,26.8525,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7505,27.43,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7505,27.43,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7505,27.43,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7505,27.43,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7505,27.43,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7505,27.43,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7505,27.43,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7505,27.43,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7505,27.43,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7505,27.43,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7505,27.43,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7505,27.43,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7505,27.43,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7386,26.719705,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7385,26.715,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7498,27.393333,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7466,27.052727,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7505,27.43,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7498,27.393333,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7465,27.008666,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7505,27.43,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7465,27.0175,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7505,27.43,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7505,27.43,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7505,27.43,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7505,27.43,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7502,27.414285,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7505,27.43,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7501,27.408571,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7505,27.43,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.75,27.408,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7505,27.43,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7505,27.43,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7505,27.43,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7505,27.43,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7505,27.43,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7505,27.43,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7505,27.43,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7505,27.43,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.748,27.197666,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7505,27.43,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7505,27.43,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7505,27.43,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7703,28.256666,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7619,27.8225,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7593,27.473333,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7505,27.43,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7505,27.43,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7505,27.43,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7488,27.266666,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7505,27.43,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7505,27.43,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7596,27.508333,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7596,27.508541,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7505,27.43,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7726,28.471428,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7731,28.492758,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7715,28.39,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7715,28.39,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7715,28.39,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7715,28.39,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7715,28.39,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7715,28.39,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7624,27.966842,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7715,28.39,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7709,28.286666,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7626,27.99,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7709,28.286666,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7693,28.198,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7693,28.198,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.777,28.738181,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7772,28.756666,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7817,28.87,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7818,28.878,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7765,28.671333,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.8608,35.284,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.8597,34.971428,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.8487,33.11,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.859,34.841111,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.8639,36.257333,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.8658,36.729,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.8665,36.902857,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.8363,32.02,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.8452,32.399696,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.8619,35.595,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.8558,33.945,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.8466,32.633333,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.8466,32.633333,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.8449,32.32909,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.855,33.7525,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.8248,30.62,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7769,28.71,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.7821,28.89125,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.8733,39.771739,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.8723,39.15,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.8717,38.99,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.8711,38.742,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.8704,38.493333,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.8605,35.24,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.8603,35.193235,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.8183,30.38,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.8201,30.457222,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.8419,32.09,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.8357,31.817812,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.8352,31.662941,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.8321,31.41,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.8321,31.41,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.8327,31.4825,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.8326,31.464,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.8321,31.41,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.8321,31.41,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.8321,31.41,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.8108,29.734444,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.8124,29.945714,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.8741,40.06875,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.9055,50.843333,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.9144,53.9525,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.9075,51.59,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.9075,51.59,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.9075,51.59,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.9075,51.59,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.8321,31.41,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.8177,30.215384,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.9075,51.59,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.9075,51.59,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.9075,51.59,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.9075,51.59,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.9008,48.775555,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.8854,43.065,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.8966,46.758571,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.8875,44.025,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.8874,44.02125,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.8875,44.025,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.8875,44.025,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.9036,50.235,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.8875,44.025,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.9036,50.235,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.9102,52.50625,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.9105,52.68,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.8773,41.09,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.8758,40.574444,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.876,40.591666,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.8749,40.322,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.8744,40.19,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.8847,42.953333,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.884,42.845,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.884,42.845,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.8836,42.61,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.8932,45.9268,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.8986,47.75875,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.8819,42.1375,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.9941,129.816666,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.9943,132.19,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.9968,150.7,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.9969,152.735,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.9883,114.826666,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
0.9993,301.4,0.47,49521,31.9909,0.8505,84,Electrocardiogram tracing,93005,255178
