Id,zip,Geography,Total; Estimate; Households,Total; Margin of Error; Households,Median income (dollars); Estimate; Households,Median income (dollars); Margin of Error; Households
8600000US72734,72734,ZCTA5 72734,2546,213,45414,4245
8600000US72736,72736,ZCTA5 72736,2128,241,49022,3985
8600000US72738,72738,ZCTA5 72738,1063,173,37179,5300
8600000US72739,72739,ZCTA5 72739,50,43,42500,63518
8600000US72740,72740,ZCTA5 72740,3465,212,39281,3498
8600000US72742,72742,ZCTA5 72742,183,69,14583,16831
8600000US72744,72744,ZCTA5 72744,1911,203,35250,4379
8600000US72745,72745,ZCTA5 72745,4294,225,57030,6161
8600000US72747,72747,ZCTA5 72747,43,25,63472,71995
8600000US72749,72749,ZCTA5 72749,28,19,49167,103264
8600000US72751,72751,ZCTA5 72751,2075,189,56265,2036
8600000US72752,72752,ZCTA5 72752,236,71,28824,12134
8600000US72753,72753,ZCTA5 72753,2927,238,56161,12140
8600000US72756,72756,ZCTA5 72756,14395,462,45970,2245
8600000US72758,72758,ZCTA5 72758,12494,479,59299,3922
8600000US72760,72760,ZCTA5 72760,130,51,20000,15708
8600000US72761,72761,ZCTA5 72761,7522,341,47362,5295
8600000US72762,72762,ZCTA5 72762,12675,464,56425,2387
8600000US72764,72764,ZCTA5 72764,17419,552,37566,2203
8600000US72768,72768,ZCTA5 72768,401,85,35250,13130
8600000US72769,72769,ZCTA5 72769,419,130,37335,2654
8600000US72773,72773,ZCTA5 72773,385,86,32396,9845
8600000US72774,72774,ZCTA5 72774,2435,205,42976,5730
8600000US72776,72776,ZCTA5 72776,208,63,49500,19843
8600000US72801,72801,ZCTA5 72801,6568,409,31138,2468
8600000US72802,72802,ZCTA5 72802,8053,429,48733,4476
8600000US72821,72821,ZCTA5 72821,783,133,29729,3186
8600000US72823,72823,ZCTA5 72823,2240,204,41067,5387
8600000US72824,72824,ZCTA5 72824,548,121,37500,18493
8600000US72826,72826,ZCTA5 72826,13,11,16250,161673
8600000US72827,72827,ZCTA5 72827,54,21,38056,34728
8600000US72828,72828,ZCTA5 72828,40,35,95577,83839
8600000US72830,72830,ZCTA5 72830,5876,261,32981,2254
8600000US72832,72832,ZCTA5 72832,465,71,27284,10071
8600000US72833,72833,ZCTA5 72833,1303,136,39967,4152
8600000US72834,72834,ZCTA5 72834,4195,245,36784,4509
8600000US72835,72835,ZCTA5 72835,349,94,21688,8904
8600000US72837,72837,ZCTA5 72837,2977,232,42472,8728
8600000US72838,72838,ZCTA5 72838,45,23,22188,121708
8600000US72839,72839,ZCTA5 72839,136,66,22424,8130
8600000US72840,72840,ZCTA5 72840,751,107,31024,3466
8600000US72841,72841,ZCTA5 72841,105,41,33958,25550
8600000US72842,72842,ZCTA5 72842,460,81,40000,11474
8600000US72843,72843,ZCTA5 72843,909,162,43831,8217
8600000US72845,72845,ZCTA5 72845,449,92,47279,20503
8600000US72846,72846,ZCTA5 72846,1475,129,38365,7152
8600000US72847,72847,ZCTA5 72847,1077,156,33223,5818
8600000US72851,72851,ZCTA5 72851,254,80,48281,23253
8600000US72852,72852,ZCTA5 72852,67,47,19453,51233
8600000US72853,72853,ZCTA5 72853,748,107,29792,12455
8600000US72854,72854,ZCTA5 72854,352,99,39595,21328
8600000US72855,72855,ZCTA5 72855,2339,178,36865,4964
8600000US72856,72856,ZCTA5 72856,220,55,25357,11298
8600000US72857,72857,ZCTA5 72857,546,88,38816,10500
8600000US72858,72858,ZCTA5 72858,1208,129,49947,6248
8600000US72860,72860,ZCTA5 72860,185,81,31679,11556
8600000US72863,72863,ZCTA5 72863,514,68,41250,6739
8600000US72865,72865,ZCTA5 72865,590,83,45204,8963
8600000US72901,72901,ZCTA5 72901,8818,311,30150,3451
8600000US72903,72903,ZCTA5 72903,11373,409,47154,2566
8600000US72904,72904,ZCTA5 72904,7134,343,26586,1758
8600000US72908,72908,ZCTA5 72908,5824,271,45964,4544
8600000US72916,72916,ZCTA5 72916,2871,179,64004,9146
8600000US72921,72921,ZCTA5 72921,5098,381,45828,5314
8600000US72923,72923,ZCTA5 72923,1949,258,35014,7514
8600000US72926,72926,ZCTA5 72926,264,61,35313,13707
8600000US72927,72927,ZCTA5 72927,3485,263,34943,3662
8600000US72928,72928,ZCTA5 72928,212,72,28000,16290
8600000US72930,72930,ZCTA5 72930,169,59,47463,40132
8600000US72932,72932,ZCTA5 72932,750,151,42241,7304
8600000US72933,72933,ZCTA5 72933,1712,194,48929,6241
8600000US72934,72934,ZCTA5 72934,445,119,45625,13626
8600000US72935,72935,ZCTA5 72935,230,55,31618,8898
8600000US72936,72936,ZCTA5 72936,5389,373,50066,8145
8600000US72937,72937,ZCTA5 72937,1469,228,38450,5633
8600000US72938,72938,ZCTA5 72938,591,149,34375,24922
8600000US72940,72940,ZCTA5 72940,919,153,40399,12033
8600000US72941,72941,ZCTA5 72941,2035,164,51680,6260
8600000US72943,72943,ZCTA5 72943,899,105,38886,3807
8600000US72944,72944,ZCTA5 72944,973,144,48219,11568
8600000US72945,72945,ZCTA5 72945,80,24,34375,26249
8600000US72946,72946,ZCTA5 72946,1397,154,39297,4700
8600000US72947,72947,ZCTA5 72947,1793,183,37946,4521
8600000US72948,72948,ZCTA5 72948,137,61,19125,11563
8600000US72949,72949,ZCTA5 72949,3769,245,38587,3027
8600000US72950,72950,ZCTA5 72950,161,56,40208,21567
8600000US72951,72951,ZCTA5 72951,469,98,41118,11763
8600000US72952,72952,ZCTA5 72952,1087,237,44673,19862
8600000US72955,72955,ZCTA5 72955,114,62,15208,14569
8600000US72956,72956,ZCTA5 72956,12862,431,39956,1807
8600000US72958,72958,ZCTA5 72958,2803,182,34284,3510
8600000US72959,72959,ZCTA5 72959,1155,157,38815,4795
8600000US73002,73002,ZCTA5 73002,409,56,41181,12647
8600000US73003,73003,ZCTA5 73003,8104,250,61345,4238
8600000US73004,73004,ZCTA5 73004,297,35,53625,5888
8600000US73005,73005,ZCTA5 73005,3158,192,33306,4625
8600000US73006,73006,ZCTA5 73006,1443,125,49421,6039
8600000US73007,73007,ZCTA5 73007,865,152,64489,17416
8600000US73008,73008,ZCTA5 73008,7502,300,42399,2657
8600000US73009,73009,ZCTA5 73009,429,58,41250,10609
8600000US73010,73010,ZCTA5 73010,6351,246,58082,3637
8600000US73011,73011,ZCTA5 73011,191,39,31094,14750
8600000US73012,73012,ZCTA5 73012,10151,245,93928,4666
8600000US73013,73013,ZCTA5 73013,17702,446,75789,3651
8600000US73014,73014,ZCTA5 73014,626,87,57000,4323
8600000US73015,73015,ZCTA5 73015,1074,96,34808,6258
8600000US73016,73016,ZCTA5 73016,617,79,60347,7746
8600000US73017,73017,ZCTA5 73017,726,78,42500,6207
8600000US73018,73018,ZCTA5 73018,7856,247,42433,1876
8600000US73019,73019,ZCTA5 73019,0,9,-,**
8600000US73020,73020,ZCTA5 73020,8013,259,69936,3922
8600000US73021,73021,ZCTA5 73021,150,34,43333,31524
8600000US73024,73024,ZCTA5 73024,234,40,46136,7907
8600000US73025,73025,ZCTA5 73025,3830,263,124289,7089
8600000US73026,73026,ZCTA5 73026,4057,206,71439,3733
8600000US73027,73027,ZCTA5 73027,592,113,45455,11561
8600000US73028,73028,ZCTA5 73028,1425,138,38780,6659
8600000US73029,73029,ZCTA5 73029,635,73,43393,7716
8600000US73030,73030,ZCTA5 73030,1675,157,46948,4536
8600000US73032,73032,ZCTA5 73032,104,45,38500,16924
8600000US73033,73033,ZCTA5 73033,145,27,40288,13918
8600000US73034,73034,ZCTA5 73034,15468,424,72079,3790
8600000US73036,73036,ZCTA5 73036,6359,263,50866,2864
8600000US73038,73038,ZCTA5 73038,769,62,37583,7320
8600000US73040,73040,ZCTA5 73040,761,130,40850,5935
8600000US73041,73041,ZCTA5 73041,155,47,47938,14816
8600000US73042,73042,ZCTA5 73042,353,44,45625,8446
8600000US73043,73043,ZCTA5 73043,71,32,75114,64058
8600000US73044,73044,ZCTA5 73044,7670,422,45921,3257
8600000US73045,73045,ZCTA5 73045,3755,231,51973,3617
8600000US73047,73047,ZCTA5 73047,1401,149,49315,6156
8600000US73048,73048,ZCTA5 73048,806,110,53393,7553
8600000US73049,73049,ZCTA5 73049,2231,151,57303,3826
8600000US73050,73050,ZCTA5 73050,36,26,49000,34800
8600000US73051,73051,ZCTA5 73051,2677,203,47616,4971
8600000US73052,73052,ZCTA5 73052,2446,151,43857,5619
8600000US73053,73053,ZCTA5 73053,271,29,47679,8728
8600000US73054,73054,ZCTA5 73054,1385,129,51031,4653
8600000US73055,73055,ZCTA5 73055,3929,214,46506,6651
8600000US73056,73056,ZCTA5 73056,220,47,55263,10176
8600000US73057,73057,ZCTA5 73057,912,68,36800,6273
8600000US73058,73058,ZCTA5 73058,114,35,38125,14519
8600000US73059,73059,ZCTA5 73059,980,65,49868,5196
8600000US73061,73061,ZCTA5 73061,698,66,51364,11134
8600000US73062,73062,ZCTA5 73062,659,79,40380,9595
8600000US73063,73063,ZCTA5 73063,267,56,45179,13276
8600000US73064,73064,ZCTA5 73064,7665,235,67234,3811
8600000US73065,73065,ZCTA5 73065,2563,166,77715,9649
8600000US73066,73066,ZCTA5 73066,187,66,24728,27445
8600000US73067,73067,ZCTA5 73067,864,81,57885,8704
8600000US73068,73068,ZCTA5 73068,3972,278,46667,5503
8600000US73069,73069,ZCTA5 73069,10022,363,42894,3095
8600000US73071,73071,ZCTA5 73071,15832,462,45547,3364
8600000US73072,73072,ZCTA5 73072,16036,472,58056,3732
8600000US73073,73073,ZCTA5 73073,277,49,58472,22207
8600000US73074,73074,ZCTA5 73074,385,46,49609,4399
8600000US73075,73075,ZCTA5 73075,3562,196,39000,3660
8600000US73077,73077,ZCTA5 73077,2830,130,43861,3886
8600000US73078,73078,ZCTA5 73078,2905,207,81250,12165
8600000US73079,73079,ZCTA5 73079,195,46,66094,11987
8600000US73080,73080,ZCTA5 73080,3674,208,48918,5042
8600000US73082,73082,ZCTA5 73082,1035,112,30707,9424
8600000US73084,73084,ZCTA5 73084,2711,183,30823,3132
8600000US73086,73086,ZCTA5 73086,3231,203,46368,6547
8600000US73089,73089,ZCTA5 73089,4216,245,63712,6511
8600000US73090,73090,ZCTA5 73090,361,65,58125,10055
8600000US73092,73092,ZCTA5 73092,342,40,37857,10940
8600000US73093,73093,ZCTA5 73093,987,106,70893,10452
8600000US73095,73095,ZCTA5 73095,759,79,49514,5310
8600000US73096,73096,ZCTA5 73096,5093,322,43099,6716
8600000US73097,73097,ZCTA5 73097,55,51,38393,34162
8600000US73098,73098,ZCTA5 73098,1662,124,37500,6387
8600000US73099,73099,ZCTA5 73099,21805,399,65399,1975
8600000US73102,73102,ZCTA5 73102,1053,87,41830,7776
8600000US73103,73103,ZCTA5 73103,2468,112,43586,2713
8600000US73104,73104,ZCTA5 73104,941,95,44728,9309
8600000US73105,73105,ZCTA5 73105,2714,156,35383,3927
8600000US73106,73106,ZCTA5 73106,4427,195,34747,3362
8600000US73107,73107,ZCTA5 73107,10930,279,36718,2405
8600000US73108,73108,ZCTA5 73108,4614,196,28093,2142
8600000US73109,73109,ZCTA5 73109,7044,344,29279,2598
8600000US73110,73110,ZCTA5 73110,14197,338,39058,1400
8600000US73111,73111,ZCTA5 73111,4964,241,23329,2943
8600000US73112,73112,ZCTA5 73112,14692,350,39894,2081
8600000US73114,73114,ZCTA5 73114,7117,234,32415,3277
8600000US73115,73115,ZCTA5 73115,8316,309,41379,2734
8600000US73116,73116,ZCTA5 73116,4407,228,70699,5200
8600000US73117,73117,ZCTA5 73117,2357,151,17274,3314
8600000US73118,73118,ZCTA5 73118,6293,269,48016,3832
8600000US73119,73119,ZCTA5 73119,10140,305,30516,1679
8600000US73120,73120,ZCTA5 73120,17774,378,45504,2420
8600000US73121,73121,ZCTA5 73121,1362,78,46833,9028
8600000US73122,73122,ZCTA5 73122,5241,247,44868,6108
8600000US73127,73127,ZCTA5 73127,8957,278,32381,1768
8600000US73128,73128,ZCTA5 73128,1672,168,66286,6806
8600000US73129,73129,ZCTA5 73129,6120,341,27400,2202
8600000US73130,73130,ZCTA5 73130,7632,229,60286,4605
8600000US73131,73131,ZCTA5 73131,1292,172,67426,13156
8600000US73132,73132,ZCTA5 73132,11028,354,49233,2948
8600000US73134,73134,ZCTA5 73134,2280,269,57407,10387
8600000US73135,73135,ZCTA5 73135,7508,333,48783,4710
8600000US73139,73139,ZCTA5 73139,7505,292,40389,2679
8600000US73141,73141,ZCTA5 73141,1062,138,36367,6587
8600000US73142,73142,ZCTA5 73142,4935,306,65572,5890
8600000US73145,73145,ZCTA5 73145,419,83,48083,8600
8600000US73149,73149,ZCTA5 73149,1837,124,34665,3975
8600000US73150,73150,ZCTA5 73150,1594,102,79142,3244
8600000US73151,73151,ZCTA5 73151,518,73,135074,18819
8600000US73159,73159,ZCTA5 73159,11614,317,43657,1850
8600000US73160,73160,ZCTA5 73160,20685,483,55630,2345
8600000US73162,73162,ZCTA5 73162,11620,311,69779,4140
8600000US73165,73165,ZCTA5 73165,2129,129,73586,9074
8600000US73169,73169,ZCTA5 73169,711,76,62917,5693
8600000US73170,73170,ZCTA5 73170,13098,310,78380,2751
8600000US73173,73173,ZCTA5 73173,473,49,98750,18753
8600000US73179,73179,ZCTA5 73179,1121,145,82207,9387
8600000US73401,73401,ZCTA5 73401,12932,345,45057,2701
8600000US73425,73425,ZCTA5 73425,28,17,23750,79015
8600000US73430,73430,ZCTA5 73430,422,44,58684,12042
8600000US73432,73432,ZCTA5 73432,334,39,55357,4545
8600000US73433,73433,ZCTA5 73433,996,97,41515,5132
8600000US73434,73434,ZCTA5 73434,166,33,55714,20412
8600000US73437,73437,ZCTA5 73437,31,18,24531,24080
8600000US73438,73438,ZCTA5 73438,1394,88,36813,5166
8600000US73439,73439,ZCTA5 73439,3090,189,36691,3099
8600000US73440,73440,ZCTA5 73440,87,42,39135,22158
8600000US73441,73441,ZCTA5 73441,74,21,27500,30401
8600000US73442,73442,ZCTA5 73442,207,47,47031,33429
8600000US73443,73443,ZCTA5 73443,1235,145,45040,15436
8600000US73444,73444,ZCTA5 73444,79,40,30880,2387
8600000US73446,73446,ZCTA5 73446,2826,163,41827,4832
8600000US73447,73447,ZCTA5 73447,468,57,42214,5739
8600000US73448,73448,ZCTA5 73448,2019,103,42691,3361
8600000US73449,73449,ZCTA5 73449,1165,164,41811,6404
8600000US73450,73450,ZCTA5 73450,526,63,50116,9843
8600000US73453,73453,ZCTA5 73453,171,33,58523,13668
8600000US73455,73455,ZCTA5 73455,212,37,36667,4991
8600000US73456,73456,ZCTA5 73456,799,70,40130,4312
8600000US73458,73458,ZCTA5 73458,302,42,35000,18718
8600000US73459,73459,ZCTA5 73459,384,45,38971,5328
8600000US73460,73460,ZCTA5 73460,1909,113,32556,3661
8600000US73461,73461,ZCTA5 73461,286,39,36250,5022
8600000US73463,73463,ZCTA5 73463,1277,93,41042,3799
8600000US73481,73481,ZCTA5 73481,389,56,46250,3360
8600000US73487,73487,ZCTA5 73487,57,21,12750,10422
8600000US73491,73491,ZCTA5 73491,305,41,65375,16360
8600000US73501,73501,ZCTA5 73501,7199,261,37572,2806
8600000US73503,73503,ZCTA5 73503,1398,155,44074,3367
8600000US73505,73505,ZCTA5 73505,19504,420,46674,2546
8600000US73507,73507,ZCTA5 73507,8987,323,47408,3334
8600000US73520,73520,ZCTA5 73520,48,14,27500,49043
8600000US73521,73521,ZCTA5 73521,8524,255,42145,2726
8600000US73526,73526,ZCTA5 73526,862,91,50192,7851
8600000US73527,73527,ZCTA5 73527,1884,159,54366,6395
8600000US73528,73528,ZCTA5 73528,240,49,41667,8457
8600000US73529,73529,ZCTA5 73529,2023,147,40712,4912
8600000US73530,73530,ZCTA5 73530,230,36,32000,15530
8600000US73531,73531,ZCTA5 73531,171,38,51776,8137
8600000US73532,73532,ZCTA5 73532,211,37,41042,10739
8600000US73533,73533,ZCTA5 73533,11343,250,42782,2686
8600000US73537,73537,ZCTA5 73537,322,60,37222,6246
8600000US73538,73538,ZCTA5 73538,1978,168,71276,7913
8600000US73539,73539,ZCTA5 73539,107,31,42981,24636
8600000US73540,73540,ZCTA5 73540,150,47,45000,17209
8600000US73541,73541,ZCTA5 73541,1014,130,60500,11150
8600000US73542,73542,ZCTA5 73542,1672,116,34085,6680
8600000US73543,73543,ZCTA5 73543,581,92,46386,3982
8600000US73544,73544,ZCTA5 73544,119,36,64063,26547
8600000US73546,73546,ZCTA5 73546,482,60,40270,3787
8600000US73547,73547,ZCTA5 73547,657,88,42067,4624
8600000US73548,73548,ZCTA5 73548,230,76,81250,107353
8600000US73549,73549,ZCTA5 73549,129,34,53229,17984
8600000US73550,73550,ZCTA5 73550,976,85,28838,1918
8600000US73551,73551,ZCTA5 73551,16,12,13750,17520
8600000US73552,73552,ZCTA5 73552,523,70,52708,13478
8600000US73553,73553,ZCTA5 73553,14,10,74375,69969
8600000US73554,73554,ZCTA5 73554,1353,135,40684,9249
8600000US73555,73555,ZCTA5 73555,81,29,29861,17111
8600000US73556,73556,ZCTA5 73556,69,20,30625,23406
8600000US73557,73557,ZCTA5 73557,109,37,37396,13856
8600000US73559,73559,ZCTA5 73559,280,51,29167,10942
8600000US73560,73560,ZCTA5 73560,225,52,33438,9483
8600000US73562,73562,ZCTA5 73562,324,54,36000,13541
8600000US73564,73564,ZCTA5 73564,238,56,47500,22093
8600000US73565,73565,ZCTA5 73565,402,37,33362,2722
8600000US73566,73566,ZCTA5 73566,742,87,35583,6493
8600000US73567,73567,ZCTA5 73567,261,50,33750,22488
8600000US73568,73568,ZCTA5 73568,489,70,32096,6982
8600000US73569,73569,ZCTA5 73569,230,29,38750,7751
8600000US73570,73570,ZCTA5 73570,468,56,38750,10799
8600000US73571,73571,ZCTA5 73571,66,29,64583,31663
8600000US73572,73572,ZCTA5 73572,1387,108,51351,6610
8600000US73573,73573,ZCTA5 73573,965,69,30956,3052
8600000US73601,73601,ZCTA5 73601,3576,237,45594,4305
8600000US73620,73620,ZCTA5 73620,358,84,64167,18307
8600000US73622,73622,ZCTA5 73622,103,29,44934,13106
8600000US73624,73624,ZCTA5 73624,762,89,46429,4026
8600000US73625,73625,ZCTA5 73625,240,54,49063,16964
8600000US73626,73626,ZCTA5 73626,370,54,41071,10636
8600000US73627,73627,ZCTA5 73627,199,51,60987,26023
8600000US73628,73628,ZCTA5 73628,583,51,63393,8138
8600000US73632,73632,ZCTA5 73632,1419,131,46656,8197
8600000US73638,73638,ZCTA5 73638,59,25,32344,17589
8600000US73639,73639,ZCTA5 73639,237,49,32250,17281
8600000US73641,73641,ZCTA5 73641,290,42,51250,10395
8600000US73642,73642,ZCTA5 73642,65,17,45750,9007
8600000US73644,73644,ZCTA5 73644,5140,311,54550,11425
8600000US73645,73645,ZCTA5 73645,498,79,36833,10044
8600000US73646,73646,ZCTA5 73646,179,55,31750,21732
8600000US73647,73647,ZCTA5 73647,283,44,49866,6068
8600000US73650,73650,ZCTA5 73650,320,50,48929,14825
8600000US73651,73651,ZCTA5 73651,1692,123,38464,4256
8600000US73654,73654,ZCTA5 73654,330,43,55521,8786
8600000US73655,73655,ZCTA5 73655,346,60,39231,5528
8600000US73658,73658,ZCTA5 73658,91,25,72708,21469
8600000US73659,73659,ZCTA5 73659,77,20,60208,19649
8600000US73660,73660,ZCTA5 73660,160,39,41458,14195
8600000US73661,73661,ZCTA5 73661,174,39,57500,17772
8600000US73662,73662,ZCTA5 73662,2095,284,38169,7759
8600000US73663,73663,ZCTA5 73663,452,51,48667,11123
8600000US73664,73664,ZCTA5 73664,450,50,39271,5268
8600000US73666,73666,ZCTA5 73666,66,20,53750,14036
8600000US73667,73667,ZCTA5 73667,239,40,51813,8210
8600000US73669,73669,ZCTA5 73669,678,97,48235,13539
8600000US73673,73673,ZCTA5 73673,186,58,38667,12432
8600000US73701,73701,ZCTA5 73701,9013,372,36044,1620
8600000US73703,73703,ZCTA5 73703,11837,309,56382,2863
8600000US73705,73705,ZCTA5 73705,0,9,-,**
8600000US73716,73716,ZCTA5 73716,195,47,51719,6000
8600000US73717,73717,ZCTA5 73717,2529,186,51779,6694
8600000US73718,73718,ZCTA5 73718,272,43,60750,9655
8600000US73719,73719,ZCTA5 73719,17,10,100625,63270
8600000US73720,73720,ZCTA5 73720,107,32,52083,31101
8600000US73722,73722,ZCTA5 73722,201,39,53125,25015
8600000US73724,73724,ZCTA5 73724,495,104,49464,8971
8600000US73726,73726,ZCTA5 73726,265,44,50625,11642
8600000US73727,73727,ZCTA5 73727,98,39,76429,30828
8600000US73728,73728,ZCTA5 73728,825,94,46809,4974
8600000US73729,73729,ZCTA5 73729,235,37,46250,14677
8600000US73730,73730,ZCTA5 73730,280,46,45714,5667
8600000US73731,73731,ZCTA5 73731,56,25,52500,16817
8600000US73733,73733,ZCTA5 73733,90,31,51000,12034
8600000US73734,73734,ZCTA5 73734,308,54,51786,9267
8600000US73735,73735,ZCTA5 73735,254,53,32083,7039
8600000US73736,73736,ZCTA5 73736,166,53,65833,15731
8600000US73737,73737,ZCTA5 73737,1401,115,49254,3918
8600000US73738,73738,ZCTA5 73738,438,56,45156,11019
8600000US73739,73739,ZCTA5 73739,118,33,32143,17897
8600000US73741,73741,ZCTA5 73741,308,62,48600,6189
8600000US73742,73742,ZCTA5 73742,1499,123,56518,7099
8600000US73743,73743,ZCTA5 73743,60,21,53750,29426
8600000US73744,73744,ZCTA5 73744,101,32,36094,7353
8600000US73746,73746,ZCTA5 73746,4,6,-,**
8600000US73747,73747,ZCTA5 73747,144,43,47622,30257
8600000US73749,73749,ZCTA5 73749,207,42,41250,23239
8600000US73750,73750,ZCTA5 73750,2779,152,60631,7170
8600000US73753,73753,ZCTA5 73753,173,35,48125,6240
8600000US73754,73754,ZCTA5 73754,423,77,58661,10707
8600000US73755,73755,ZCTA5 73755,412,84,37569,4626
8600000US73756,73756,ZCTA5 73756,121,32,75625,38528
8600000US73757,73757,ZCTA5 73757,64,28,81563,24389
8600000US73758,73758,ZCTA5 73758,66,21,53750,32245
8600000US73759,73759,ZCTA5 73759,704,66,48603,3494
8600000US73760,73760,ZCTA5 73760,166,34,62000,25719
8600000US73761,73761,ZCTA5 73761,221,37,46375,18935
8600000US73762,73762,ZCTA5 73762,756,99,73333,9879
8600000US73763,73763,ZCTA5 73763,651,70,39493,5204
8600000US73764,73764,ZCTA5 73764,45,16,67292,54250
8600000US73766,73766,ZCTA5 73766,468,44,48824,6240
8600000US73768,73768,ZCTA5 73768,517,65,60486,9174
8600000US73771,73771,ZCTA5 73771,207,38,49464,8119
8600000US73772,73772,ZCTA5 73772,1242,275,48811,4218
8600000US73773,73773,ZCTA5 73773,699,78,50852,5085
8600000US73801,73801,ZCTA5 73801,5533,234,54772,5585
8600000US73832,73832,ZCTA5 73832,401,46,52321,8635
8600000US73834,73834,ZCTA5 73834,759,60,42989,5802
8600000US73835,73835,ZCTA5 73835,122,27,44167,9409
8600000US73838,73838,ZCTA5 73838,196,40,46250,12330
8600000US73840,73840,ZCTA5 73840,306,39,49286,8665
8600000US73841,73841,ZCTA5 73841,210,42,45781,3566
8600000US73842,73842,ZCTA5 73842,191,52,46250,16410
8600000US73843,73843,ZCTA5 73843,407,56,51544,9494
8600000US73844,73844,ZCTA5 73844,110,35,45000,22966
8600000US73848,73848,ZCTA5 73848,760,87,54853,10131
8600000US73851,73851,ZCTA5 73851,39,24,58750,135727
8600000US73852,73852,ZCTA5 73852,848,94,50882,8249
8600000US73853,73853,ZCTA5 73853,200,54,55833,37452
8600000US73855,73855,ZCTA5 73855,48,19,55455,19610
8600000US73857,73857,ZCTA5 73857,257,57,61875,15634
